t,wind
2145,2.16
2146,3.474
2147,6.462
2148,5.04
2149,5.454
2150,4.878
2151,4.464
2152,4.842
2153,4.41
2154,3.978
2155,0.666
2156,1.746
2157,3.96
2158,2.412
2159,3.438
2160,1.188
2161,0.666
2162,0.72
2163,1.098
2164,0.9
2165,0.378
2166,0.504
2167,0.648
2168,4.068
2169,10.044
2170,12.312
2171,13.968
2172,14.67
2173,16.11
2174,14.814
2175,15.534
2176,15.48
2177,12.96
2178,9.666
2179,5.58
2180,11.682
2181,10.764
2182,8.802
2183,6.192
2184,5.652
2185,6.606
2186,4.302
2187,4.752
2188,6.264
2189,3.69
2190,3.996
2191,5.49
2192,8.244
2193,6.516
2194,8.082
2195,10.854
2196,12.15
2197,10.89
2198,9.468
2199,10.098
2200,8.388
2201,7.074
2202,5.616
2203,2.322
2204,1.53
2205,2.286
2206,0.54
2207,0.864
2208,2.304
2209,3.402
2210,3.564
2211,5.472
2212,6.714
2213,5.85
2214,6.066
2215,6.534
2216,6.354
2217,3.564
2218,3.744
2219,4.896
2220,5.886
2221,6.57
2222,7.146
2223,6.588
2224,6.39
2225,4.824
2226,3.96
2227,1.638
2228,0
2229,0.018
2230,0.324
2231,0.198
2232,0
2233,0.36
2234,1.26
2235,3.276
2236,3.24
2237,5.022
2238,3.798
2239,3.636
2240,2.322
2241,2.592
2242,4.968
2243,5.76
2244,7.02
2245,9
2246,8.676
2247,10.71
2248,10.8
2249,11.412
2250,9.108
2251,9.486
2252,9.126
2253,6.498
2254,4.248
2255,0.306
2256,0.936
2257,0.54
2258,1.692
2259,4.968
2260,3.816
2261,6.102
2262,4.086
2263,6.696
2264,8.892
2265,8.892
2266,11.448
2267,13.392
2268,15.03
2269,13.122
2270,15.156
2271,15.246
2272,15.264
2273,14.688
2274,13.698
2275,9.414
2276,9.72
2277,10.89
2278,13.32
2279,12.15
2280,9.162
2281,2.772
2282,1.602
2283,2.304
2284,1.818
2285,4.032
2286,2.952
2287,5.166
2288,5.328
2289,5.256
2290,3.402
2291,3.258
2292,8.316
2293,6.192
2294,7.542
2295,12.258
2296,11.844
2297,12.942
2298,8.622
2299,9.144
2300,5.976
2301,4.464
2302,3.888
2303,2.772
2304,2.664
2305,4.32
2306,1.692
2307,0.684
2308,3.276
2309,0.72
2310,0.594
2311,1.674
2312,2.07
2313,1.008
2314,2.034
2315,3.402
2316,3.636
2317,6.732
2318,8.262
2319,7.416
2320,8.784
2321,7.488
2322,5.652
2323,2.214
2324,2.124
2325,2.664
2326,0.666
2327,0.036
2328,0.09
2329,0.918
2330,0.324
2331,0.252
2332,2.16
2333,4.212
2334,5.76
2335,7.29
2336,5.436
2337,3.258
2338,4.446
2339,5.22
2340,5.976
2341,6.858
2342,6.93
2343,6.264
2344,6.048
2345,5.778
2346,4.32
2347,3.348
2348,1.962
2349,1.476
2350,2.592
2351,0.684
2352,0.522
2353,3.258
2354,1.404
2355,1.71
2356,0.396
2357,0.54
2358,0.99
2359,1.962
2360,2.412
2361,3.312
2362,8.316
2363,11.754
2364,12.87
2365,10.152
2366,7.326
2367,6.858
2368,6.12
2369,6.354
2370,5.472
2371,2.88
2372,1.53
2373,1.116
2374,0.018
2375,0.9
2376,0.612
2377,0.36
2378,0.432
2379,3.528
2380,4.662
2381,4.5
2382,5.868
2383,3.816
2384,2.754
2385,4.23
2386,5.958
2387,7.704
2388,7.848
2389,8.676
2390,8.37
2391,8.928
2392,8.838
2393,8.172
2394,7.308
2395,5.13
2396,3.132
2397,2.268
2398,0.9
2399,0.648
2400,0
2401,0
2402,0.954
2403,2.772
2404,4.284
2405,5.958
2406,4.176
2407,2.808
2408,2.286
2409,4.032
2410,4.392
2411,9.882
2412,13.662
2413,12.168
2414,10.638
2415,13.644
2416,15.948
2417,14.616
2418,12.96
2419,10.656
2420,9.396
2421,9.702
2422,8.712
2423,9.396
2424,8.334
2425,7.668
2426,6.894
2427,6.984
2428,8.298
2429,8.28
2430,4.842
2431,3.546
2432,5.58
2433,6.966
2434,8.73
2435,10.098
2436,10.926
2437,11.61
2438,11.574
2439,10.71
2440,13.104
2441,11.142
2442,9.828
2443,8.388
2444,7.668
2445,8.064
2446,4.338
2447,5.454
2448,3.78
2449,2.484
2450,2.196
2451,2.286
2452,0.648
2453,0.666
2454,0.702
2455,1.548
2456,1.278
2457,8.01
2458,10.098
2459,10.062
2460,10.332
2461,12.258
2462,13.05
2463,15.498
2464,14.49
2465,15.858
2466,14.202
2467,12.618
2468,8.694
2469,8.064
2470,6.588
2471,6.066
2472,4.734
2473,5.796
2474,6.12
2475,6.372
2476,4.95
2477,6.48
2478,6.57
2479,7.506
2480,7.74
2481,9.846
2482,9.666
2483,11.61
2484,13.05
2485,13.482
2486,14.526
2487,15.084
2488,14.508
2489,12.402
2490,10.692
2491,8.712
2492,1.62
2493,2.574
2494,3.33
2495,1.53
2496,0.54
2497,0.972
2498,0.432
2499,1.188
2500,1.206
2501,1.908
2502,0.378
2503,0.792
2504,1.746
2505,3.294
2506,4.302
2507,5.058
2508,5.76
2509,6.408
2510,5.85
2511,5.382
2512,4.968
2513,3.726
2514,4.374
2515,4.698
2516,3.15
2517,1.134
2518,0.54
2519,0.27
2520,0.036
2521,0.072
2522,0.252
2523,4.14
2524,7.164
2525,2.628
2526,0.414
2527,0.648
2528,1.602
2529,4.05
2530,4.5
2531,6.642
2532,8.496
2533,10.638
2534,10.728
2535,11.466
2536,10.89
2537,12.42
2538,15.354
2539,12.726
2540,9.54
2541,3.402
2542,0.684
2543,0.738
2544,1.08
2545,0.81
2546,0.99
2547,1.098
2548,0.954
2549,1.512
2550,1.242
2551,0.45
2552,1.278
2553,3.942
2554,4.878
2555,10.062
2556,12.744
2557,14.724
2558,16.542
2559,15.57
2560,14.832
2561,14.724
2562,13.41
2563,11.376
2564,9.882
2565,7.002
2566,4.878
2567,5.22
2568,5.688
2569,8.19
2570,3.186
2571,5.886
2572,7.65
2573,6.138
2574,6.3
2575,5.724
2576,4.176
2577,6.642
2578,6.048
2579,9.45
2580,9.378
2581,10.656
2582,11.34
2583,10.818
2584,9.018
2585,7.416
2586,7.758
2587,3.258
2588,2.988
2589,2.214
2590,2.214
2591,2.682
2592,2.232
2593,1.728
2594,1.314
2595,2.034
2596,2.088
2597,1.386
2598,1.692
2599,1.836
2600,5.13
2601,4.932
2602,4.464
2603,7.434
2604,6.948
2605,8.154
2606,9.342
2607,10.674
2608,10.908
2609,10.62
2610,11.178
2611,10.818
2612,11.664
2613,10.206
2614,7.668
2615,4.158
2616,6.678
2617,6.228
2618,4.212
2619,4.5
2620,8.064
2621,8.442
2622,9.36
2623,11.106
2624,13.338
2625,14.076
2626,14.544
2627,17.244
2628,16.488
2629,14.886
2630,14.094
2631,13.392
2632,13.41
2633,12.798
2634,11.538
2635,9.9
2636,8.946
2637,7.578
2638,4.248
2639,1.548
2640,2.142
2641,3.204
2642,4.896
2643,6.966
2644,2.376
2645,1.26
2646,4.266
2647,5.004
2648,5.58
2649,6.606
2650,4.338
2651,5.454
2652,4.716
2653,6.39
2654,8.406
2655,6.876
2656,9.36
2657,9.792
2658,10.566
2659,8.64
2660,8.064
2661,8.118
2662,7.956
2663,9.936
2664,6.948
2665,3.708
2666,1.71
2667,0.594
2668,1.548
2669,1.836
2670,1.512
2671,3.474
2672,3.654
2673,3.708
2674,5.418
2675,6.57
2676,6.516
2677,7.758
2678,8.388
2679,8.442
2680,7.776
2681,5.364
2682,3.654
2683,1.854
2684,0.648
2685,0.234
2686,0.45
2687,0.774
2688,2.484
2689,1.836
2690,0.864
2691,0.342
2692,1.314
2693,2.484
2694,1.368
2695,1.188
2696,1.782
2697,3.708
2698,3.276
2699,4.302
2700,6.174
2701,7.974
2702,8.208
2703,9.54
2704,9.846
2705,8.118
2706,7.146
2707,5.94
2708,4.086
2709,2.322
2710,0.846
2711,1.656
2712,0.936
2713,0.828
2714,0.81
2715,0.27
2716,1.08
2717,2.358
2718,2.592
2719,2.664
2720,2.574
2721,4.086
2722,5.04
2723,5.796
2724,6.372
2725,7.074
2726,7.092
2727,7.776
2728,7.83
2729,6.894
2730,6.876
2731,4.464
2732,4.302
2733,1.404
2734,1.62
2735,2.214
2736,1.782
2737,1.656
2738,1.638
2739,1.386
2740,1.026
2741,1.746
2742,0.306
2743,0.504
2744,1.35
2745,3.204
2746,4.626
2747,5.256
2748,6.372
2749,6.282
2750,5.94
2751,5.598
2752,5.724
2753,4.122
2754,2.88
2755,1.584
2756,0.306
2757,0
2758,0.072
2759,0.288
2760,1.548
2761,0.918
2762,1.638
2763,1.998
2764,2.952
2765,2.034
2766,3.096
2767,3.78
2768,3.474
2769,4.986
2770,8.334
2771,10.26
2772,9.864
2773,8.64
2774,8.91
2775,9.828
2776,7.092
2777,6.264
2778,6.354
2779,5.814
2780,4.05
2781,4.284
2782,4.068
2783,3.24
2784,1.98
2785,2.988
2786,2.412
2787,0.684
2788,2.844
2789,5.22
2790,6.444
2791,3.24
2792,3.042
2793,3.096
2794,4.68
2795,6.426
2796,6.696
2797,6.912
2798,6.39
2799,6.57
2800,6.516
2801,6.102
2802,5.67
2803,4.212
2804,2.934
2805,2.538
2806,3.69
2807,2.286
2808,1.494
2809,0.108
2810,1.188
2811,1.782
2812,0.486
2813,0.18
2814,0.162
2815,0.504
2816,4.086
2817,5.472
2818,6.534
2819,7.002
2820,7.686
2821,7.452
2822,7.218
2823,7.092
2824,5.778
2825,5.652
2826,3.618
2827,1.98
2828,0.63
2829,0.522
2830,1.602
2831,2.628
2832,2.88
2833,2.862
2834,1.872
2835,0.036
2836,0.828
2837,1.314
2838,2.7
2839,1.134
2840,3.15
2841,4.41
2842,4.968
2843,5.742
2844,6.408
2845,7.704
2846,7.668
2847,6.534
2848,6.354
2849,4.608
2850,3.096
2851,1.728
2852,4.5
2853,6.948
2854,7.074
2855,7.326
2856,8.172
2857,9.198
2858,8.568
2859,6.804
2860,6.786
2861,6.516
2862,6.138
2863,6.912
2864,6.732
2865,8.676
2866,8.982
2867,9.162
2868,9.576
2869,9.864
2870,10.512
2871,11.934
2872,11.952
2873,11.988
2874,11.43
2875,9.972
2876,8.298
2877,6.84
2878,5.274
2879,4.41
2880,4.842
2881,3.51
2882,3.33
2883,2.16
2884,1.494
2885,1.242
2886,0.234
2887,0.306
2888,1.692
2889,4.536
2890,3.672
2891,3.96
2892,5.67
2893,6.282
2894,6.012
2895,7.56
2896,8.91
2897,8.172
2898,5.76
2899,4.176
2900,1.818
2901,0.468
2902,1.134
2903,1.926
2904,0.792
2905,1.998
2906,4.41
2907,2.466
2908,4.608
2909,4.23
2910,3.168
2911,4.986
2912,6.606
2913,8.784
2914,8.586
2915,8.964
2916,9.432
2917,9.666
2918,8.064
2919,8.424
2920,6.66
2921,5.886
2922,6.246
2923,6.444
2924,7.596
2925,6.534
2926,6.984
2927,6.354
2928,5.418
2929,5.814
2930,5.778
2931,4.032
2932,4.104
2933,2.772
2934,3.672
2935,5.526
2936,3.348
2937,4.77
2938,5.778
2939,7.398
2940,8.55
2941,9.828
2942,11.142
2943,9.9
2944,7.92
2945,6.282
2946,5.742
2947,5.148
2948,3.888
2949,4.05
2950,1.53
2951,3.168
2952,1.458
2953,1.926
2954,1.35
2955,1.584
2956,1.638
2957,2.07
2958,2.952
2959,2.394
2960,4.176
2961,6.21
2962,8.082
2963,9.486
2964,10.278
2965,10.476
2966,11.178
2967,11.34
2968,12.384
2969,10.62
2970,9.792
2971,8.424
2972,7.722
2973,3.222
2974,4.338
2975,3.6
2976,2.088
2977,3.042
2978,3.348
2979,2.556
2980,2.682
2981,2.43
2982,3.384
2983,4.23
2984,5.292
2985,10.296
2986,11.538
2987,11.772
2988,11.088
2989,11.484
2990,10.278
2991,10.71
2992,9.612
2993,8.1
2994,8.316
2995,8.298
2996,6.3
2997,4.014
2998,4.302
2999,4.482
3000,5.04
3001,4.32
3002,4.05
3003,2.034
3004,1.566
3005,3.168
3006,3.726
3007,2.754
3008,2.628
3009,5.616
3010,4.5
3011,3.924
3012,8.856
3013,11.376
3014,12.114
3015,9.414
3016,7.218
3017,5.256
3018,3.618
3019,4.284
3020,3.78
3021,3.33
3022,2.25
3023,0.846
3024,0.594
3025,0.162
3026,0.378
3027,1.206
3028,0.396
3029,0.108
3030,0.99
3031,0.864
3032,2.844
3033,5.076
3034,4.176
3035,6.174
3036,5.706
3037,6.084
3038,6.768
3039,6.858
3040,6.264
3041,5.238
3042,5.688
3043,5.688
3044,5.958
3045,6.498
3046,6.174
3047,5.796
3048,4.374
3049,4.968
3050,4.194
3051,2.61
3052,1.89
3053,0.918
3054,0.666
3055,1.008
3056,2.7
3057,6.714
3058,8.352
3059,10.062
3060,12.366
3061,10.674
3062,11.628
3063,10.116
3064,12.726
3065,13.698
3066,12.132
3067,11.124
3068,7.686
3069,5.472
3070,5.508
3071,6.192
3072,5.058
3073,0.522
3074,3.348
3075,2.988
3076,2.556
3077,1.44
3078,0.576
3079,1.512
3080,2.646
3081,1.782
3082,3.654
3083,3.924
3084,4.086
3085,3.492
3086,4.806
3087,4.32
3088,4.482
3089,4.158
3090,2.754
3091,4.734
3092,3.042
3093,2.124
3094,0.81
3095,0.612
3096,2.934
3097,6.39
3098,6.948
3099,5.526
3100,6.084
3101,3.294
3102,3.06
3103,1.008
3104,1.728
3105,2.7
3106,3.24
3107,5.022
3108,3.87
3109,3.114
3110,4.41
3111,7.254
3112,7.74
3113,8.136
3114,9.108
3115,6.516
3116,4.5
3117,2.736
3118,0.828
3119,1.458
3120,1.458
3121,0.702
3122,1.116
3123,3.888
3124,4.338
3125,2.772
3126,3.852
3127,4.968
3128,3.528
3129,4.518
3130,5.634
3131,5.922
3132,8.658
3133,7.83
3134,7.182
3135,6.966
3136,7.884
3137,8.388
3138,8.208
3139,6.804
3140,7.83
3141,7.02
3142,6.642
3143,8.622
3144,9.414
3145,9.828
3146,7.398
3147,4.59
3148,6.354
3149,6.012
3150,3.744
3151,3.33
3152,4.464
3153,6.39
3154,9.774
3155,11.052
3156,13.266
3157,13.806
3158,14.472
3159,14.526
3160,13.338
3161,10.656
3162,9.558
3163,7.668
3164,7.776
3165,8.622
3166,3.978
3167,7.002
3168,7.398
3169,6.354
3170,6.3
3171,7.326
3172,8.28
3173,5.58
3174,6.192
3175,7.866
3176,10.134
3177,10.602
3178,11.736
3179,13.878
3180,15.39
3181,16.74
3182,11.43
3183,11.25
3184,15.228
3185,14.436
3186,12.708
3187,10.944
3188,12.636
3189,10.35
3190,8.694
3191,8.01
3192,6.534
3193,7.074
3194,5.256
3195,3.456
3196,1.494
3197,0.81
3198,0.738
3199,1.422
3200,3.6
3201,5.274
3202,6.912
3203,7.866
3204,9.774
3205,10.746
3206,12.996
3207,13.068
3208,11.862
3209,11.664
3210,10.764
3211,7.866
3212,4.806
3213,2.25
3214,2.862
3215,2.178
3216,2.448
3217,2.016
3218,1.656
3219,4.446
3220,5.166
3221,3.33
3222,2.322
3223,2.16
3224,3.546
3225,5.058
3226,6.21
3227,6.21
3228,6.174
3229,7.488
3230,7.452
3231,9.738
3232,10.224
3233,8.406
3234,7.596
3235,5.526
3236,4.536
3237,2.124
3238,0.522
3239,1.008
3240,0.36
3241,0.846
3242,0.396
3243,0.252
3244,0.18
3245,0.9
3246,0.378
3247,2.196
3248,3.186
3249,4.212
3250,5.166
3251,5.724
3252,5.616
3253,6.57
3254,6.156
3255,5.922
3256,5.4
3257,4.77
3258,3.834
3259,2.646
3260,1.08
3261,0.468
3262,0.432
3263,0.306
3264,0.864
3265,0.378
3266,0.018
3267,0.936
3268,1.08
3269,0.576
3270,0.468
3271,1.746
3272,1.908
3273,4.734
3274,4.482
3275,4.896
3276,5.148
3277,5.364
3278,5.868
3279,5.472
3280,5.544
3281,4.5
3282,3.15
3283,1.368
3284,0.234
3285,0.108
3286,0.054
3287,0.144
3288,0.918
3289,1.584
3290,1.638
3291,0.36
3292,0.072
3293,0.468
3294,1.89
3295,2.448
3296,3.708
3297,3.618
3298,6.264
3299,7.83
3300,8.082
3301,9.144
3302,9.702
3303,11.322
3304,11.862
3305,10.26
3306,9.63
3307,7.02
3308,5.184
3309,2.448
3310,1.566
3311,1.944
3312,1.962
3313,1.782
3314,3.69
3315,5.4
3316,3.312
3317,3.222
3318,4.158
3319,2.754
3320,3.546
3321,5.04
3322,6.174
3323,5.328
3324,6.336
3325,8.172
3326,7.344
3327,5.904
3328,6.444
3329,6.12
3330,5.256
3331,3.96
3332,3.816
3333,3.582
3334,0.648
3335,0.216
3336,0.054
3337,0.054
3338,0
3339,0.882
3340,0.828
3341,0.936
3342,0.378
3343,0.828
3344,3.816
3345,4.896
3346,5.634
3347,5.112
3348,6.12
3349,6.57
3350,6.21
3351,4.968
3352,4.698
3353,4.986
3354,4.032
3355,3.366
3356,1.674
3357,0.324
3358,0.558
3359,0.324
3360,0.324
3361,0.756
3362,2.988
3363,4.626
3364,6.804
3365,5.058
3366,2.862
3367,2.664
3368,3.618
3369,5.976
3370,8.442
3371,8.208
3372,7.866
3373,8.064
3374,7.992
3375,7.866
3376,7.506
3377,7.038
3378,7.452
3379,5.922
3380,5.796
3381,6.03
3382,4.77
3383,3.546
3384,3.276
3385,1.35
3386,2.088
3387,2.142
3388,2.016
3389,2.916
3390,3.312
3391,2.628
3392,3.204
3393,6.228
3394,8.46
3395,10.044
3396,9.954
3397,9.288
3398,10.098
3399,8.892
3400,6.228
3401,5.058
3402,5.328
3403,3.546
3404,2.394
3405,2.682
3406,3.618
3407,1.584
3408,3.384
3409,3.888
3410,1.872
3411,1.314
3412,0.45
3413,0.216
3414,0.828
3415,1.818
3416,4.23
3417,5.994
3418,8.856
3419,11.574
3420,11.592
3421,10.386
3422,7.398
3423,9.144
3424,12.204
3425,10.8
3426,7.83
3427,3.348
3428,4.14
3429,2.664
3430,1.854
3431,0.882
3432,1.44
3433,1.008
3434,0.576
3435,0.414
3436,1.062
3437,7.668
3438,8.388
3439,8.514
3440,9.972
3441,9.36
3442,10.008
3443,10.566
3444,11.268
3445,11.286
3446,9.666
3447,11.088
3448,9.9
3449,8.478
3450,7.794
3451,6.156
3452,4.374
3453,4.392
3454,3.816
3455,3.96
3456,2.088
3457,1.134
3458,1.368
3459,2.106
3460,0.414
3461,0.252
3462,1.836
3463,2.448
3464,2.052
3465,3.42
3466,3.294
3467,6.858
3468,7.092
3469,6.858
3470,6.912
3471,6.192
3472,5.598
3473,5.364
3474,5.904
3475,5.4
3476,3.996
3477,1.944
3478,3.654
3479,1.08
3480,0.792
3481,3.312
3482,3.24
3483,3.852
3484,2.286
3485,0.612
3486,1.674
3487,3.168
3488,3.708
3489,4.644
3490,6.444
3491,6.498
3492,6.444
3493,8.658
3494,8.46
3495,7.506
3496,6.426
3497,6.696
3498,5.976
3499,2.88
3500,2.736
3501,0.684
3502,0.162
3503,0.018
3504,0.378
3505,0.234
3506,1.656
3507,1.206
3508,0.486
3509,0.81
3510,1.746
3511,2.25
3512,1.926
3513,4.086
3514,5.31
3515,6.048
3516,6.372
3517,6.552
3518,6.408
3519,6.372
3520,7.092
3521,6.372
3522,5.454
3523,4.158
3524,3.672
3525,3.636
3526,2.376
3527,2.178
3528,1.026
3529,0.036
3530,1.458
3531,1.044
3532,0.378
3533,0.378
3534,0.864
3535,1.764
3536,3.42
3537,4.032
3538,4.518
3539,6.084
3540,7.128
3541,7.092
3542,8.676
3543,9.666
3544,9.072
3545,8.226
3546,6.21
3547,6.084
3548,6.156
3549,7.722
3550,3.708
3551,1.044
3552,0.666
3553,4.41
3554,7.722
3555,4.014
3556,3.852
3557,2.862
3558,3.42
3559,6.66
3560,7.308
3561,7.056
3562,10.026
3563,13.932
3564,15.858
3565,16.236
3566,17.748
3567,21.456
3568,21.924
3569,22.086
3570,13.248
3571,12.744
3572,10.872
3573,12.528
3574,10.206
3575,6.426
3576,4.446
3577,3.276
3578,0.81
3579,1.638
3580,0.342
3581,1.476
3582,1.8
3583,3.42
3584,4.86
3585,7.488
3586,8.766
3587,10.278
3588,11.268
3589,10.962
3590,11.736
3591,12.726
3592,12.726
3593,13.662
3594,12.42
3595,11.358
3596,8.568
3597,5.4
3598,2.952
3599,1.296
3600,0.594
3601,1.53
3602,2.592
3603,0.558
3604,0.216
3605,1.818
3606,1.854
3607,1.98
3608,4.248
3609,4.824
3610,4.896
3611,6.606
3612,6.894
3613,8.316
3614,7.254
3615,6.894
3616,6.66
3617,5.742
3618,4.14
3619,2.682
3620,0.612
3621,0.468
3622,0.756
3623,0.432
3624,0.09
3625,0.108
3626,0.072
3627,0.306
3628,0.522
3629,1.584
3630,2.304
3631,2.844
3632,3.726
3633,3.582
3634,4.428
3635,4.896
3636,5.976
3637,6.408
3638,5.652
3639,5.238
3640,5.256
3641,4.284
3642,3.402
3643,1.656
3644,0.036
3645,0
3646,0.018
3647,0.108
3648,0.036
3649,0.342
3650,0.486
3651,3.096
3652,4.176
3653,5.22
3654,5.13
3655,7.398
3656,4.5
3657,5.436
3658,5.688
3659,6.804
3660,6.156
3661,6.048
3662,5.85
3663,5.166
3664,4.806
3665,3.978
3666,3.564
3667,2.052
3668,0.792
3669,0.324
3670,0.576
3671,0.072
3672,0.234
3673,0.81
3674,0.036
3675,1.26
3676,4.5
3677,2.16
3678,3.474
3679,4.356
3680,3.294
3681,5.148
3682,5.562
3683,6.318
3684,7.596
3685,6.93
3686,6.912
3687,5.364
3688,5.094
3689,3.96
3690,4.086
3691,5.238
3692,2.43
3693,1.656
3694,0.54
3695,0.486
3696,1.26
3697,0.594
3698,0.252
3699,2.79
3700,3.276
3701,1.17
3702,0.162
3703,1.962
3704,3.87
3705,3.888
3706,4.896
3707,5.274
3708,6.894
3709,7.074
3710,7.074
3711,7.236
3712,6.678
3713,9.792
3714,10.674
3715,9.774
3716,7.254
3717,4.824
3718,2.916
3719,5.472
3720,3.366
3721,1.854
3722,1.854
3723,1.854
3724,2.142
3725,2.25
3726,1.746
3727,1.152
3728,3.618
3729,5.04
3730,4.518
3731,5.346
3732,5.598
3733,6.552
3734,6.912
3735,7.29
3736,5.364
3737,5.328
3738,3.348
3739,1.962
3740,0.99
3741,1.098
3742,1.206
3743,0.504
3744,0.738
3745,0.126
3746,0.072
3747,0.036
3748,0.702
3749,0.126
3750,0.738
3751,3.456
3752,5.292
3753,6.894
3754,6.948
3755,9.162
3756,7.344
3757,6.084
3758,5.958
3759,5.454
3760,4.356
3761,5.076
3762,4.806
3763,4.662
3764,3.258
3765,0.288
3766,1.206
3767,1.674
3768,0.216
3769,0.054
3770,1.35
3771,0.558
3772,0.36
3773,2.124
3774,2.466
3775,3.402
3776,2.7
3777,4.374
3778,4.95
3779,5.238
3780,5.814
3781,6.588
3782,6.444
3783,7.902
3784,7.452
3785,6.696
3786,4.518
3787,4.248
3788,3.294
3789,3.672
3790,2.232
3791,0.864
3792,0.126
3793,0.27
3794,1.656
3795,0.594
3796,1.008
3797,0.072
3798,0.378
3799,1.206
3800,3.672
3801,3.42
3802,4.608
3803,5.526
3804,4.644
3805,6.768
3806,8.1
3807,5.922
3808,4.734
3809,5.022
3810,3.276
3811,5.418
3812,5.976
3813,3.978
3814,3.6
3815,3.456
3816,1.746
3817,1.242
3818,1.728
3819,0.324
3820,0.18
3821,0.558
3822,2.934
3823,4.464
3824,3.816
3825,3.798
3826,5.778
3827,6.804
3828,8.01
3829,7.128
3830,7.578
3831,7.614
3832,7.236
3833,6.372
3834,4.734
3835,2.916
3836,1.764
3837,0.72
3838,0.144
3839,0.072
3840,0
3841,0.054
3842,0.288
3843,0.792
3844,0.648
3845,0.252
3846,0.072
3847,1.836
3848,2.952
3849,4.68
3850,4.428
3851,5.328
3852,6.192
3853,5.436
3854,5.778
3855,4.734
3856,4.122
3857,3.654
3858,3.528
3859,2.862
3860,1.116
3861,0.72
3862,0.954
3863,0.576
3864,0.018
3865,0.81
3866,0.792
3867,0.09
3868,0.216
3869,0.342
3870,1.062
3871,2.232
3872,3.294
3873,4.68
3874,5.724
3875,5.076
3876,4.986
3877,5.868
3878,7.128
3879,6.57
3880,6.912
3881,5.472
3882,3.204
3883,3.258
3884,3.276
3885,1.782
3886,1.278
3887,0.702
3888,1.584
3889,2.988
3890,3.366
3891,3.996
3892,4.806
3893,3.654
3894,1.098
3895,1.782
3896,3.114
3897,3.834
3898,3.51
3899,5.22
3900,5.274
3901,5.76
3902,5.508
3903,4.554
3904,4.032
3905,3.114
3906,3.852
3907,3.474
3908,1.998
3909,1.044
3910,1.404
3911,0.648
3912,0.288
3913,0.918
3914,2.106
3915,1.854
3916,1.062
3917,1.152
3918,2.88
3919,1.494
3920,2.43
3921,4.338
3922,4.356
3923,5.544
3924,5.31
3925,5.49
3926,4.302
3927,4.554
3928,4.5
3929,4.212
3930,3.348
3931,2.016
3932,1.332
3933,1.224
3934,0.306
3935,0.036
3936,0.162
3937,0.216
3938,0.486
3939,0.774
3940,1.098
3941,1.044
3942,1.476
3943,2.394
3944,3.168
3945,3.294
3946,3.672
3947,5.094
3948,5.886
3949,6.174
3950,5.796
3951,5.652
3952,5.202
3953,5.094
3954,4.248
3955,3.186
3956,0.882
3957,1.26
3958,1.026
3959,1.044
3960,1.422
3961,2.538
3962,1.206
3963,0.72
3964,0.774
3965,0.9
3966,1.728
3967,2.16
3968,2.916
3969,3.294
3970,2.934
3971,4.194
3972,4.986
3973,5.67
3974,5.634
3975,4.482
3976,4.644
3977,4.68
3978,4.32
3979,2.394
3980,2.808
3981,0.792
3982,0.378
3983,0.126
3984,0.108
3985,0.54
3986,1.314
3987,1.566
3988,0.18
3989,0.144
3990,0.216
3991,1.764
3992,5.652
3993,11.124
3994,15.156
3995,16.776
3996,18.576
3997,20.25
3998,19.152
3999,22.158
4000,21.942
4001,21.348
4002,17.892
4003,18.036
4004,15.426
4005,11.898
4006,9.792
4007,7.254
4008,6.912
4009,6.066
4010,4.284
4011,3.798
4012,3.6
4013,3.42
4014,3.24
4015,3.528
4016,4.23
4017,4.824
4018,7.236
4019,9.522
4020,11.25
4021,14.004
4022,15.516
4023,15.984
4024,14.832
4025,13.104
4026,12.078
4027,10.674
4028,6.408
4029,1.53
4030,0.666
4031,0.252
4032,0.09
4033,1.098
4034,0.684
4035,0.288
4036,0.216
4037,1.44
4038,2.394
4039,3.366
4040,3.978
4041,3.15
4042,5.076
4043,5.688
4044,5.76
4045,5.274
4046,5.616
4047,5.814
4048,4.896
4049,4.374
4050,3.69
4051,2.556
4052,1.098
4053,0.702
4054,0.18
4055,0.486
4056,0.306
4057,0.702
4058,0.756
4059,0.252
4060,0.324
4061,0
4062,0
4063,1.404
4064,2.052
4065,3.258
4066,4.716
4067,5.31
4068,5.778
4069,5.706
4070,5.598
4071,5.274
4072,4.896
4073,4.374
4074,3.24
4075,2.88
4076,1.638
4077,0.468
4078,4.428
4079,5.004
4080,3.708
4081,4.518
4082,2.25
4083,2.286
4084,1.854
4085,2.736
4086,3.942
4087,5.454
4088,4.176
4089,6.12
4090,5.778
4091,7.182
4092,8.442
4093,10.026
4094,9.81
4095,8.568
4096,7.794
4097,6.264
4098,4.572
4099,2.664
4100,1.386
4101,1.548
4102,0.936
4103,0.468
4104,0.486
4105,0.306
4106,0.162
4107,0.324
4108,0.648
4109,1.656
4110,3.618
4111,4.428
4112,2.97
4113,4.464
4114,4.662
4115,5.13
4116,8.856
4117,9.792
4118,9.936
4119,7.56
4120,7.146
4121,7.56
4122,5.31
4123,4.482
4124,5.058
4125,5.706
4126,5.472
4127,3.33
4128,3.222
4129,2.448
4130,4.068
4131,5.454
4132,4.428
4133,3.762
4134,2.34
4135,5.94
4136,8.838
4137,8.28
4138,9.504
4139,11.412
4140,11.178
4141,12.024
4142,12.132
4143,12.744
4144,12.384
4145,12.492
4146,12.204
