t,D
2498,269718
2499,265062
2500,262596
2501,266182
2502,291946
2503,329531
2504,352964
2505,367127
2506,372153
2507,375158
2508,377504
2509,372990
2510,358288
2511,348771
2512,346279
2513,342140
2514,338818
2515,337406
2516,346883
2517,370389
2518,347052
2519,321961
2520,303591
2521,283793
2522,268811
2523,260398
2524,257737
2525,254144
2526,259246
2527,267978
2528,282146
2529,310555
2530,328216
2531,333889
2532,334244
2533,333454
2534,325903
2535,309434
2536,297937
2537,295089
2538,290746
2539,294299
2540,305618
2541,334502
2542,323563
2543,302692
2544,283760
2545,264327
2546,249772
2547,240912
2548,237091
2549,236115
2550,239536
2551,240908
2552,245228
2553,267546
2554,286681
2555,296024
2556,298301
2557,298968
2558,296624
2559,280517
2560,272426
2561,268292
2562,269160
2563,275147
2564,292536
2565,329297
2566,325717
2567,305507
2568,281692
2569,262682
2570,252685
2571,247392
2572,247281
2573,254407
2574,284833
2575,324350
2576,347153
2577,362321
2578,367124
2579,370823
2580,372172
2581,368739
2582,355889
2583,347048
2584,343684
2585,339148
2586,335336
2587,336375
2588,347383
2589,372174
2590,347868
2591,318768
2592,298565
2593,282392
2594,272959
2595,266856
2596,265624
2597,268901
2598,293786
2599,328130
2600,352914
2601,365569
2602,373619
2603,376175
2604,380963
2605,379334
2606,366047
2607,357614
2608,353311
2609,352775
2610,349992
2611,348414
2612,359697
2613,379493
2614,351086
2615,321635
2616,300377
2617,282194
2618,269894
2619,265890
2620,266394
2621,270174
2622,294054
2623,331171
2624,361152
2625,373262
2626,380009
2627,380756
2628,383345
2629,380390
2630,367426
2631,356598
2632,354998
2633,351142
2634,346557
2635,347171
2636,360144
2637,377977
2638,354498
2639,322145
2640,301250
2641,283109
2642,270323
2643,263937
2644,261250
2645,267962
2646,292459
2647,328116
2648,353831
2649,368801
2650,375342
2651,374198
2652,373835
2653,371691
2654,356619
2655,347725
2656,343991
2657,341743
2658,339483
2659,338920
2660,349975
2661,373841
2662,353160
2663,323076
2664,303983
2665,282948
2666,270408
2667,265542
2668,262358
2669,267504
2670,290711
2671,328341
2672,352249
2673,365176
2674,372072
2675,372172
2676,372655
2677,369140
2678,355141
2679,343993
2680,338464
2681,334366
2682,329985
2683,329684
2684,335064
2685,355544
2686,338429
2687,315532
2688,296620
2689,277277
2690,262985
2691,253473
2692,249073
2693,245548
2694,250131
2695,257040
2696,272612
2697,301224
2698,320420
2699,323339
2700,322298
2701,321073
2702,313612
2703,297791
2704,287961
2705,283193
2706,281884
2707,284690
2708,294713
2709,320989
2710,312146
2711,292019
2712,273279
2713,253881
2714,239147
2715,232046
2716,228516
2717,228221
2718,231565
2719,230887
2720,239850
2721,260815
2722,279318
2723,288490
2724,288241
2725,288906
2726,286091
2727,272504
2728,264300
2729,259188
2730,259466
2731,265241
2732,283385
2733,317326
2734,315471
2735,295348
2736,272451
2737,254046
2738,243754
2739,239314
2740,238342
2741,245889
2742,275504
2743,311105
2744,337736
2745,351703
2746,359839
2747,360232
2748,362856
2749,360038
2750,347052
2751,337513
2752,333327
2753,330589
2754,326836
2755,325602
2756,334330
2757,361249
2758,342475
2759,310038
2760,289937
2761,270622
2762,260053
2763,256875
2764,256425
2765,259782
2766,284713
2767,317485
2768,344758
2769,356744
2770,361755
2771,361947
2772,362741
2773,361798
2774,348782
2775,340505
2776,337630
2777,335372
2778,331016
2779,331137
2780,341137
2781,364870
2782,344227
2783,312324
2784,290437
2785,273875
2786,261636
2787,258036
2788,257356
2789,261145
2790,285280
2791,318907
2792,344244
2793,357537
2794,363526
2795,364803
2796,367340
2797,365550
2798,352389
2799,344321
2800,340950
2801,339217
2802,335700
2803,338738
2804,351550
2805,368860
2806,347142
2807,316840
2808,295292
2809,276958
2810,265831
2811,260453
2812,258776
2813,261385
2814,285629
2815,317133
2816,343504
2817,357574
2818,364303
2819,368113
2820,367781
2821,365751
2822,351947
2823,342791
2824,339499
2825,339004
2826,336392
2827,335806
2828,342525
2829,362141
2830,344173
2831,315991
2832,293598
2833,275237
2834,263441
2835,259152
2836,257117
2837,260973
2838,283116
2839,314733
2840,342030
2841,360422
2842,366200
2843,367294
2844,368839
2845,366311
2846,351270
2847,340118
2848,334792
2849,331626
2850,327170
2851,327982
2852,335068
2853,354956
2854,341212
2855,315979
2856,295307
2857,275870
2858,260840
2859,250815
2860,246326
2861,244979
2862,248346
2863,253816
2864,272790
2865,300016
2866,319705
2867,324454
2868,322242
2869,321324
2870,314494
2871,299516
2872,289218
2873,284575
2874,282543
2875,284423
2876,291342
2877,319663
2878,314181
2879,293366
2880,273936
2881,254159
2882,238896
2883,229281
2884,223426
2885,221528
2886,221925
2887,218046
2888,229106
2889,250096
2890,268905
2891,275381
2892,275341
2893,274532
2894,269206
2895,255785
2896,247612
2897,244195
2898,244692
2899,249408
2900,261536
2901,294522
2902,298985
2903,279592
2904,256657
2905,239818
2906,229424
2907,225007
2908,224095
2909,229923
2910,252561
2911,271103
2912,290815
2913,311701
2914,323417
2915,329123
2916,329508
2917,329602
2918,320479
2919,310835
2920,305668
2921,304227
2922,300332
2923,303466
2924,313486
2925,338709
2926,329539
2927,301513
2928,280439
2929,263161
2930,252086
2931,249169
2932,249025
2933,253542
2934,277439
2935,309003
2936,337197
2937,350712
2938,359168
2939,360393
2940,361771
2941,360038
2942,347121
2943,337929
2944,333822
2945,332103
2946,329149
2947,328021
2948,334964
2949,355387
2950,337402
2951,309637
2952,289801
2953,273369
2954,261450
2955,256108
2956,255045
2957,259995
2958,282445
2959,310889
2960,336085
2961,350274
2962,356519
2963,359467
2964,362325
2965,362131
2966,350277
2967,341208
2968,338715
2969,336883
2970,333364
2971,331562
2972,339581
2973,357779
2974,337699
2975,310074
2976,289615
2977,271057
2978,261233
2979,256026
2980,254037
2981,258935
2982,280546
2983,310205
2984,335848
2985,349649
2986,357208
2987,359789
2988,362693
2989,362831
2990,350459
2991,342584
2992,339863
2993,338274
2994,334652
2995,333211
2996,342968
2997,360466
2998,342099
2999,310279
3000,291718
3001,274314
3002,262512
3003,256697
3004,256442
3005,260871
3006,282532
3007,311282
3008,339510
3009,353767
3010,361853
3011,365090
3012,368214
3013,367837
3014,352713
3015,340779
3016,335817
3017,333665
3018,331074
3019,331380
3020,335991
3021,351904
3022,336977
3023,308662
3024,291919
3025,273967
3026,260083
3027,252597
3028,248254
3029,246328
3030,250029
3031,251844
3032,270607
3033,299342
3034,320027
3035,327262
3036,325178
3037,323733
3038,316510
3039,299821
3040,288084
3041,284235
3042,282547
3043,285717
3044,293521
3045,318449
3046,309735
3047,288523
3048,270444
3049,250742
3050,235939
3051,227278
3052,225532
3053,224491
3054,226425
3055,223845
3056,234756
3057,255269
3058,278796
3059,291106
3060,297607
3061,299811
3062,296269
3063,281426
3064,269796
3065,265097
3066,265856
3067,273750
3068,286549
3069,313971
3070,314733
3071,292532
3072,271987
3073,252126
3074,242145
3075,237591
3076,237125
3077,244251
3078,270854
3079,302853
3080,335955
3081,356073
3082,363881
3083,369983
3084,371940
3085,371980
3086,358587
3087,348771
3088,343407
3089,342356
3090,337747
3091,339100
3092,344832
3093,360910
3094,341979
3095,309589
3096,289577
3097,269597
3098,256714
3099,251789
3100,251043
3101,256737
3102,278200
3103,311207
3104,343272
3105,359569
3106,366096
3107,370847
3108,373544
3109,373906
3110,362286
3111,351280
3112,348549
3113,345699
3114,343019
3115,345501
3116,352594
3117,367080
3118,346649
3119,313528
3120,290075
3121,269921
3122,258784
3123,255211
3124,253134
3125,258297
3126,280688
3127,312761
3128,343075
3129,356550
3130,362146
3131,366330
3132,369077
3133,368051
3134,358448
3135,348690
3136,344957
3137,344196
3138,341557
3139,342113
3140,348483
3141,365119
3142,348359
3143,316052
3144,292749
3145,273175
3146,259062
3147,254564
3148,252300
3149,256574
3150,280387
3151,310820
3152,341929
3153,354478
3154,362376
3155,367520
3156,371158
3157,369232
3158,354459
3159,346780
3160,342939
3161,340996
3162,339481
3163,339614
3164,347466
3165,362543
3166,347983
3167,316107
3168,293874
3169,274314
3170,261339
3171,255706
3172,252965
3173,257201
3174,277071
3175,307937
3176,340118
3177,356299
3178,363469
3179,367097
3180,367348
3181,366650
3182,353947
3183,342759
3184,339830
3185,335175
3186,331380
3187,329280
3188,332335
3189,348050
3190,338977
3191,313235
3192,293209
3193,272978
3194,257630
3195,249907
3196,246275
3197,244299
3198,246633
3199,250449
3200,269557
3201,298144
3202,317382
3203,319845
3204,319494
3205,318873
3206,310925
3207,296572
3208,289952
3209,283250
3210,282562
3211,285717
3212,291856
3213,312294
3214,309158
3215,290182
3216,270818
3217,252381
3218,237625
3219,229469
3220,223614
3221,222389
3222,224357
3223,221095
3224,234572
3225,254125
3226,272472
3227,279734
3228,279803
3229,280908
3230,278411
3231,266732
3232,256775
3233,251683
3234,253019
3235,257538
3236,268618
3237,294771
3238,304940
3239,286150
3240,262690
3241,244991
3242,236792
3243,230477
3244,230651
3245,234317
3246,253107
3247,275249
3248,300409
3249,315734
3250,321064
3251,326959
3252,329157
3253,330815
3254,321276
3255,310703
3256,306483
3257,303483
3258,304035
3259,304206
3260,313524
3261,333922
3262,329705
3263,299949
3264,279375
3265,262257
3266,251240
3267,246165
3268,246275
3269,249895
3270,270879
3271,297726
3272,325073
3273,339723
3274,348892
3275,352773
3276,355513
3277,354898
3278,341296
3279,331702
3280,329621
3281,327348
3282,324335
3283,325422
3284,331112
3285,345701
3286,336837
3287,305545
3288,286907
3289,268901
3290,258577
3291,254150
3292,253703
3293,258159
3294,277286
3295,305507
3296,334159
3297,348560
3298,355203
3299,359461
3300,361784
3301,363509
3302,350766
3303,343290
3304,341341
3305,342247
3306,337636
3307,336319
3308,342650
3309,352274
3310,339537
3311,309624
3312,289502
3313,272010
3314,261613
3315,257002
3316,254577
3317,260421
3318,279070
3319,305473
3320,332319
3321,347184
3322,353045
3323,356962
3324,359891
3325,360456
3326,348625
3327,340963
3328,339282
3329,338878
3330,335608
3331,333372
3332,336936
3333,347908
3334,337770
3335,309643
3336,290777
3337,273350
3338,260934
3339,256120
3340,254552
3341,258728
3342,278338
3343,305509
3344,331810
3345,347999
3346,356535
3347,361959
3348,366386
3349,367626
3350,356010
3351,345469
3352,342019
3353,339167
3354,335716
3355,332549
3356,331166
3357,337931
3358,332339
3359,306939
3360,291491
3361,273727
3362,259926
3363,251812
3364,246008
3365,245646
3366,245129
3367,248877
3368,271452
3369,297415
3370,316458
3371,321008
3372,322175
3373,323689
3374,317828
3375,302550
3376,295507
3377,293147
3378,290311
3379,291884
3380,296425
3381,309733
3382,310607
3383,289937
3384,271673
3385,254581
3386,242097
3387,233273
3388,230620
3389,229482
3390,228186
3391,224823
3392,237597
3393,257887
3394,276799
3395,286024
3396,288862
3397,292130
3398,291371
3399,275672
3400,265839
3401,263294
3402,264990
3403,269739
3404,279682
3405,299608
3406,310597
3407,290830
3408,271483
3409,253115
3410,242771
3411,239272
3412,237901
3413,242490
3414,266360
3415,295863
3416,326102
3417,340896
3418,349398
3419,354994
3420,359651
3421,359910
3422,347441
3423,338855
3424,335930
3425,334656
3426,331196
3427,328737
3428,331796
3429,344330
3430,334067
3431,303715
3432,283179
3433,267598
3434,257410
3435,253929
3436,252266
3437,255855
3438,275199
3439,303058
3440,329349
3441,344411
3442,350243
3443,352895
3444,360613
3445,361616
3446,349944
3447,342786
3448,340097
3449,341239
3450,339547
3451,336704
3452,341020
3453,351613
3454,340589
3455,310517
3456,289799
3457,274708
3458,263763
3459,258286
3460,256800
3461,259995
3462,278948
3463,307265
3464,334646
3465,348522
3466,357449
3467,362189
3468,367931
3469,368678
3470,355099
3471,347102
3472,345779
3473,346377
3474,340944
3475,340691
3476,343144
3477,352953
3478,342954
3479,314496
3480,295321
3481,278708
3482,266594
3483,262170
3484,260984
3485,264813
3486,280496
3487,305116
3488,331137
3489,346741
3490,354580
3491,355444
3492,359427
3493,360784
3494,351851
3495,344553
3496,343606
3497,343782
3498,339763
3499,338470
3500,340833
3501,348403
3502,341726
3503,314827
3504,295886
3505,280491
3506,268627
3507,262128
3508,259740
3509,263868
3510,282284
3511,308407
3512,333287
3513,351230
3514,356907
3515,362942
3516,368659
3517,369056
3518,355163
3519,343313
3520,340262
3521,338997
3522,333876
3523,331651
3524,329765
3525,337638
3526,333851
3527,310670
3528,292419
3529,276178
3530,264763
3531,255884
3532,251612
3533,251101
3534,249901
3535,252273
3536,272679
3537,299342
3538,319249
3539,323557
3540,325472
3541,326208
3542,318022
3543,302657
3544,292086
3545,290355
3546,290445
3547,291026
3548,296162
3549,303790
3550,299495
3551,284713
3552,270540
3553,252923
3554,238599
3555,232098
3556,229528
3557,228564
3558,226904
3559,224838
3560,235034
3561,253126
3562,270515
3563,278934
3564,281729
3565,287365
3566,287927
3567,273332
3568,264539
3569,259497
3570,260812
3571,265315
3572,274442
3573,293506
3574,305839
3575,287771
3576,268549
3577,251733
3578,241501
3579,235847
3580,236541
3581,242758
3582,264631
3583,293425
3584,322834
3585,340921
3586,348562
3587,353072
3588,359017
3589,360491
3590,349168
3591,339673
3592,337159
3593,338008
3594,334742
3595,330706
3596,332417
3597,342136
3598,336980
3599,307452
3600,287716
3601,269898
3602,260325
3603,256292
3604,255330
3605,258937
3606,274409
3607,300472
3608,326832
3609,341823
3610,351207
3611,355956
3612,360690
3613,361110
3614,348641
3615,339995
3616,338383
3617,337743
3618,335238
3619,332331
3620,334573
3621,341889
3622,336589
3623,308286
3624,290650
3625,273610
3626,262427
3627,258238
3628,257429
3629,260685
3630,277484
3631,304957
3632,327662
3633,344070
3634,351895
3635,356380
3636,361959
3637,360274
3638,351054
3639,344710
3640,343872
3641,344091
3642,341463
3643,338491
3644,338324
3645,344418
3646,339073
3647,311320
3648,291388
3649,276073
3650,263652
3651,258360
3652,256266
3653,259453
3654,275316
3655,302669
3656,330177
3657,344545
3658,353244
3659,359929
3660,367242
3661,367507
3662,357441
3663,349959
3664,348069
3665,350446
3666,347410
3667,342000
3668,344256
3669,350057
3670,344602
3671,316995
3672,297630
3673,278597
3674,269053
3675,266327
3676,264131
3677,267412
3678,282746
3679,307472
3680,334878
3681,350565
3682,360908
3683,366671
3684,370796
3685,371595
3686,359810
3687,348750
3688,347738
3689,346994
3690,342949
3691,338652
3692,335305
3693,338920
3694,333845
3695,311807
3696,296465
3697,278012
3698,265971
3699,259137
3700,254594
3701,250987
3702,250721
3703,253151
3704,274476
3705,300442
3706,320291
3707,326186
3708,326457
3709,327147
3710,319502
3711,304633
3712,292285
3713,291173
3714,290037
3715,292178
3716,296986
3717,305281
3718,310940
3719,292570
3720,274718
3721,259690
3722,246016
3723,238423
3724,234459
3725,231975
3726,230536
3727,228319
3728,240303
3729,258655
3730,277024
3731,287704
3732,289226
3733,294755
3734,292950
3735,279804
3736,271542
3737,268915
3738,269116
3739,273516
3740,281221
3741,300237
3742,316253
3743,298176
3744,276493
3745,259192
3746,248559
3747,245613
3748,242200
3749,249100
3750,269787
3751,301624
3752,331442
3753,345795
3754,357060
3755,362645
3756,369299
3757,370702
3758,358771
3759,349340
3760,353112
3761,356309
3762,351814
3763,349798
3764,348037
3765,351343
3766,345444
3767,317167
3768,297979
3769,280126
3770,268890
3771,263387
3772,262801
3773,265149
3774,282369
3775,310291
3776,338719
3777,355688
3778,365918
3779,373270
3780,381593
3781,384668
3782,375443
3783,367978
3784,369069
3785,371110
3786,368645
3787,362332
3788,359337
3789,360381
3790,353169
3791,325171
3792,306655
3793,288293
3794,275511
3795,271031
3796,269068
3797,273685
3798,289539
3799,316734
3800,342295
3801,361667
3802,374136
3803,381915
3804,387182
3805,389409
3806,382130
3807,380340
3808,381164
3809,382719
3810,380497
3811,374165
3812,370550
3813,368208
3814,361972
3815,334424
3816,314294
3817,295739
3818,282808
3819,277039
3820,274890
3821,276326
3822,290646
3823,316828
3824,342529
3825,363015
3826,377299
3827,386086
3828,395080
3829,399274
3830,392044
3831,386182
3832,387220
3833,387201
3834,382908
3835,376434
3836,371306
3837,369673
3838,363273
3839,336151
3840,315628
3841,296120
3842,283630
3843,277637
3844,274862
3845,279070
3846,293895
3847,320006
3848,347197
3849,363927
3850,377791
3851,385651
3852,392079
3853,394697
3854,383276
3855,373025
3856,372260
3857,373510
3858,367396
3859,358267
3860,353672
3861,351441
3862,345143
3863,321324
3864,306784
3865,291192
3866,277066
3867,268129
3868,261687
3869,257935
3870,256988
3871,259932
3872,278432
3873,303999
3874,326089
3875,332783
3876,337130
3877,338454
3878,333596
3879,320247
3880,312150
3881,308627
3882,308006
3883,307876
3884,310074
3885,314323
3886,318028
3887,302774
3888,284448
3889,267573
3890,253554
3891,244870
3892,239021
3893,237016
3894,235191
3895,229585
3896,240061
3897,260869
3898,276914
3899,288161
3900,293935
3901,299207
3902,301373
3903,292011
3904,284561
3905,282252
3906,286679
3907,290598
3908,298278
3909,311326
3910,326123
3911,309064
3912,288069
3913,269175
3914,259160
3915,253471
3916,252061
3917,256417
3918,277980
3919,308926
3920,339568
3921,359178
3922,377912
3923,386228
3924,395404
3925,398925
3926,390879
3927,386063
3928,387644
3929,389380
3930,386931
3931,378632
3932,374962
3933,372810
3934,365458
3935,337634
3936,320379
3937,299886
3938,285106
3939,278620
3940,276989
3941,280201
3942,294479
3943,318835
3944,348984
3945,364040
3946,375234
3947,382004
3948,391082
3949,394070
3950,385057
3951,379606
3952,381433
3953,383684
3954,379244
3955,373753
3956,370196
3957,368323
3958,361765
3959,333979
3960,315617
3961,297920
3962,286072
3963,281016
3964,279187
3965,280818
3966,297816
3967,322522
3968,348679
3969,363496
3970,374567
3971,380660
3972,385003
3973,387079
3974,373460
3975,366031
3976,365240
3977,365322
3978,360381
3979,355784
3980,354141
3981,355301
3982,348460
3983,320889
3984,304233
3985,287712
3986,275876
3987,270860
3988,268771
3989,270818
3990,285259
3991,308543
3992,330957
3993,346153
3994,353417
3995,355646
3996,362890
3997,362150
3998,349888
3999,341971
4000,340886
4001,342569
4002,338903
4003,336473
4004,335762
4005,342306
4006,337494
4007,312098
4008,296860
4009,283187
4010,272088
4011,266690
4012,265365
4013,267608
4014,282800
4015,306998
4016,331953
4017,347113
4018,357192
4019,359523
4020,364998
4021,364849
4022,352648
4023,339913
4024,336818
4025,336712
4026,335731
4027,333395
4028,333527
4029,333456
4030,328015
4031,308828
4032,295691
4033,282300
4034,268382
4035,261618
4036,255654
4037,253558
4038,253285
4039,256607
4040,274488
4041,297523
4042,315670
4043,322788
4044,321646
4045,327202
4046,320935
4047,304558
4048,296193
4049,292383
4050,291817
4051,294479
4052,298757
4053,305396
4054,311765
4055,294246
4056,278518
4057,261523
4058,248299
4059,239220
4060,236150
4061,233457
4062,231439
4063,227107
4064,237919
4065,255670
4066,273741
4067,283436
4068,287622
4069,292687
4070,293270
4071,280149
4072,272363
4073,270753
4074,271178
4075,277522
4076,286480
4077,298307
4078,316523
4079,300501
4080,281665
4081,262101
4082,252147
4083,247748
4084,247655
4085,252352
4086,270996
4087,299577
4088,325405
4089,345177
4090,357899
4091,361886
4092,369730
4093,373672
4094,361796
4095,353982
4096,354735
4097,356240
4098,353397
4099,351029
4100,350078
4101,350070
4102,345168
4103,320069
4104,301860
4105,284853
4106,272842
4107,268181
4108,266548
4109,270615
4110,285060
4111,310827
4112,338105
4113,356426
4114,367927
4115,373140
4116,380398
4117,383449
4118,374983
4119,369830
4120,370110
4121,373786
4122,370020
4123,366254
4124,362969
4125,359877
4126,351801
4127,329100
4128,309557
4129,294140
4130,282018
4131,276627
4132,274471
4133,277861
4134,290980
4135,314427
4136,339587
4137,360698
4138,374259
4139,379959
4140,387792
4141,391328
4142,381521
4143,374987
4144,375269
4145,375934
4146,372977
4147,368276
4148,362432
4149,358794
4150,353777
4151,330664
4152,314806
4153,296189
4154,283940
4155,277171
4156,274545
4157,275527
4158,288758
4159,311835
4160,335733
4161,358863
4162,373396
4163,378531
4164,387742
4165,392320
4166,381170
4167,371637
4168,370895
4169,373659
4170,368902
4171,363406
4172,356786
4173,349702
4174,343253
4175,322411
4176,310419
4177,296658
4178,282024
4179,274363
4180,271295
4181,270128
4182,276466
4183,293655
4184,308805
4185,330734
4186,346686
4187,353811
4188,363055
4189,368950
4190,361435
4191,348430
4192,345570
4193,344432
4194,343529
4195,342975
4196,340225
4197,337904
4198,336285
4199,315973
4200,306588
4201,291127
4202,277710
4203,268115
4204,263635
4205,260589
4206,260012
4207,264175
4208,283319
4209,308161
4210,329347
4211,340106
4212,344955
4213,348445
4214,342657
4215,331179
4216,323804
4217,321934
4218,321058
4219,320456
4220,322154
4221,325483
4222,326576
4223,310178
4224,291610
4225,273026
4226,257417
4227,250261
4228,245552
4229,242530
4230,240506
4231,239249
4232,249084
4233,264648
4234,280667
4235,288565
4236,293525
4237,299269
4238,302517
4239,294186
4240,288189
4241,287484
4242,289571
4243,293385
4244,299526
4245,310017
4246,326430
4247,314199
4248,292553
4249,273831
4250,261072
4251,256559
4252,255185
4253,259759
4254,281092
4255,307450
4256,334315
4257,357461
4258,373038
4259,379357
4260,386812
4261,391686
4262,383349
4263,375783
4264,377356
4265,380210
4266,377187
4267,372423
4268,366758
4269,363590
4270,358085
4271,334299
4272,318718
4273,299207
4274,286353
4275,281474
4276,278501
4277,282064
4278,298667
4279,321181
4280,347845
4281,373113
4282,387979
4283,393422
4284,404086
4285,410639
4286,401146
4287,393369
4288,392125
4289,393325
4290,388420
4291,381814
4292,376072
4293,372279
4294,366108
4295,339192
4296,324195
4297,306396
4298,292459
4299,285253
4300,280749
4301,284297
4302,299242
4303,321242
4304,346900
4305,369080
4306,382902
4307,389476
4308,400117
4309,406882
4310,398727
4311,391926
4312,390944
4313,391431
4314,389116
4315,383581
4316,376055
4317,369448
4318,364945
4319,341078
4320,324567
4321,306751
4322,291946
4323,284743
4324,282708
4325,284138
4326,299767
4327,323892
4328,347920
4329,372151
4330,388558
4331,395755
4332,404716
4333,410462
4334,400801
4335,394036
4336,393854
4337,395151
4338,389745
4339,383819
4340,378604
4341,372524
4342,368586
4343,345279
4344,327685
4345,307886
4346,293124
4347,286424
4348,283291
4349,284142
4350,298054
4351,320307
4352,345934
4353,372825
4354,389378
4355,396312
4356,406127
4357,412093
4358,399933
4359,390116
4360,388060
4361,385130
4362,380762
4363,376137
4364,370514
4365,362942
4366,357372
4367,335693
4368,321650
4369,304911
4370,288506
4371,278348
4372,272157
4373,268070
4374,264944
4375,267567
4376,287089
4377,311383
4378,334378
4379,344650
4380,352332
4381,356366
4382,354036
4383,344533
4384,335204
4385,332204
4386,332262
4387,331183
4388,332204
4389,336302
4390,338843
4391,322183
4392,302144
4393,282041
4394,267115
4395,257737
4396,251053
4397,249761
4398,245173
4399,240638
4400,252954
4401,273616
4402,292237
4403,304120
4404,310893
4405,320456
4406,326888
4407,320468
4408,315946
4409,311866
4410,313445
4411,314528
4412,317687
4413,326351
4414,340493
4415,323572
4416,303198
4417,283172
4418,268731
4419,263514
4420,262513
4421,267989
4422,286572
4423,312299
4424,342372
4425,369425
4426,386293
4427,394384
4428,402122
4429,408574
4430,403739
4431,396765
4432,394896
4433,396176
4434,388552
4435,380359
4436,373964
4437,370102
4438,365976
4439,341425
4440,323408
4441,305231
4442,291353
4443,285516
4444,282146
4445,284147
4446,299777
4447,323432
4448,350632
4449,377686
4450,394632
4451,404038
4452,413557
4453,419313
4454,412450
4455,405880
4456,404306
4457,403501
4458,398476
4459,390994
4460,384420
4461,379230
4462,373069
4463,348989
4464,329797
4465,309534
4466,293423
4467,287093
4468,284993
4469,286869
4470,302142
4471,325947
4472,353526
4473,380313
4474,396882
4475,405558
4476,415846
4477,422464
4478,415196
4479,409525
4480,408034
4481,408241
4482,402223
4483,395195
4484,387408
4485,383134
4486,376582
4487,350195
4488,330215
4489,309591
4490,297716
4491,290501
4492,285700
4493,288471
4494,304593
4495,326311
4496,352391
4497,379320
4498,395437
4499,401286
4500,409172
4501,412659
4502,403444
4503,393118
4504,392426
4505,392397
4506,387792
4507,382592
4508,378550
4509,374901
4510,369527
4511,345875
4512,327331
4513,308202
4514,293839
4515,286714
4516,283454
4517,286035
4518,303062
4519,325796
4520,354528
4521,381042
4522,399260
4523,407750
4524,417099
4525,423640
4526,414217
4527,403461
4528,399808
4529,398731
4530,393758
4531,388288
4532,380344
4533,373086
4534,369445
4535,348269
4536,331378
4537,312535
4538,294801
4539,285075
4540,278518
4541,274659
4542,272617
4543,275435
4544,294872
4545,322760
4546,348409
4547,360774
4548,369272
4549,376442
4550,372256
4551,363783
4552,356604
4553,352732
4554,350174
4555,349524
4556,347748
4557,350595
4558,353532
4559,334909
4560,315362
4561,294803
4562,277361
4563,267751
4564,260781
4565,256455
4566,254198
4567,249654
4568,260275
4569,280029
4570,298464
4571,313072
4572,322898
4573,332419
4574,340350
4575,335491
4576,330953
4577,326811
4578,326735
4579,327685
4580,335196
4581,346299
4582,365111
4583,349534
4584,323358
4585,300365
4586,284103
4587,276694
4588,272983
4589,277963
4590,298746
4591,325397
4592,358310
4593,388060
4594,409717
4595,421078
4596,431788
4597,439147
4598,434080
4599,428470
4600,426789
4601,424903
4602,417787
4603,408093
4604,398380
4605,391305
4606,390461
4607,366773
4608,343801
4609,320866
4610,303694
4611,295947
4612,292816
4613,294339
4614,309099
4615,331227
4616,358287
4617,385680
4618,405106
4619,414487
4620,423562
4621,429401
4622,423930
4623,416003
4624,414353
4625,413002
4626,406169
4627,398237
4628,390266
4629,386337
4630,384861
4631,359956
4632,338491
4633,320009
4634,302912
4635,294872
4636,290955
4637,292935
4638,307795
4639,326777
4640,350308
4641,373939
4642,386649
4643,391962
4644,400642
4645,405577
4646,398442
4647,390109
4648,388897
4649,388503
4650,382996
4651,377837
4652,371399
4653,368638
4654,364941
4655,341160
4656,324849
4657,306893
4658,292885
4659,286922
4660,283195
4661,284130
4662,300472
4663,320481
4664,342548
4665,365644
4666,377471
4667,382262
4668,390776
4669,395393
4670,387646
4671,381335
4672,381193
4673,383773
4674,379943
4675,375719
4676,369997
4677,367754
4678,363390
4679,341655
4680,324592
4681,305766
4682,290888
4683,284341
4684,279770
4685,282882
4686,298038
4687,318308
4688,339627
4689,363616
4690,378261
4691,382935
4692,390360
4693,396458
4694,386410
4695,375913
4696,374054
4697,373220
4698,369230
4699,365633
4700,360975
4701,355023
4702,350394
4703,328389
4704,315216
4705,298657
4706,282256
4707,273819
4708,267025
4709,264758
4710,265908
4711,267587
4712,285288
4713,309175
4714,329579
4715,341114
4716,346078
4717,351370
4718,345879
4719,336390
4720,329765
4721,326993
4722,325813
4723,326181
4724,325406
4725,325129
4726,328705
4727,311201
4728,294474
4729,276115
4730,261571
4731,252417
4732,246951
4733,245148
4734,244120
4735,238902
4736,248866
4737,266992
4738,284237
4739,296202
4740,304087
4741,311872
4742,316508
4743,312217
4744,308010
4745,305237
4746,305361
4747,307512
4748,310728
4749,320339
4750,337937
4751,322394
4752,301243
4753,283986
4754,270128
4755,264756
4756,262144
4757,266051
4758,288270
4759,311776
4760,339363
4761,368475
4762,388558
4763,399155
4764,408628
4765,414671
4766,408011
4767,401895
4768,402762
4769,401991
4770,398528
4771,391155
4772,384001
4773,379018
4774,375418
4775,351341
4776,331169
4777,309917
4778,294092
4779,287141
4780,284205
4781,285901
4782,304229
4783,325316
4784,351780
4785,379142
4786,396953
4787,406351
4788,415978
4789,422251
4790,415363
4791,408755
4792,408910
4793,409659
4794,405178
4795,398854
4796,391713
4797,390674
4798,385691
4799,360351
4800,339886
4801,319413
4802,304296
4803,296382
4804,292511
4805,294847
4806,312207
4807,334612
4808,360307
4809,387629
4810,405418
4811,412216
4812,423512
4813,430120
4814,423385
4815,417247
4816,416568
4817,416419
4818,411288
4819,405132
4820,396213
4821,392840
4822,386523
4823,360243
4824,341116
4825,320542
4826,305076
4827,297180
4828,292279
4829,294629
