t,D
4830,311508
4831,332837
4832,358141
4833,384740
4834,402693
4835,412659
4836,425570
4837,431283
4838,423399
4839,416405
4840,415924
4841,414567
4842,407802
4843,402712
4844,394271
4845,389530
4846,385045
4847,359712
4848,340469
4849,319155
4850,303039
4851,296070
4852,291758
4853,293536
4854,309831
4855,329268
4856,354026
4857,381986
4858,399571
4859,407288
4860,415047
4861,418464
4862,408753
4863,398879
4864,395780
4865,393495
4866,387673
4867,383646
4868,376189
4869,369182
4870,360954
4871,339443
4872,325194
4873,308704
4874,292371
4875,282031
4876,275303
4877,272591
4878,274348
4879,274839
4880,289406
4881,313263
4882,333523
4883,344332
4884,348585
4885,353526
4886,349423
4887,340884
4888,332816
4889,329989
4890,327624
4891,327438
4892,328883
4893,332362
4894,334453
4895,315764
4896,299811
4897,281767
4898,267945
4899,257931
4900,252854
4901,249853
4902,248515
4903,242601
4904,251727
4905,270254
4906,285192
4907,297879
4908,304357
4909,313808
4910,318231
4911,312399
4912,306856
4913,304254
4914,305089
4915,308102
4916,311009
4917,322802
4918,340608
4919,325309
4920,307268
4921,288189
4922,271820
4923,264641
4924,261442
4925,264643
4926,281104
4927,293586
4928,314588
4929,340720
4930,360880
4931,372003
4932,381787
4933,389354
4934,386431
4935,380721
4936,380290
4937,380986
4938,378046
4939,374711
4940,369506
4941,370501
4942,372344
4943,349428
4944,332091
4945,311324
4946,295271
4947,288787
4948,285280
4949,287122
4950,306720
4951,328299
4952,352336
4953,382021
4954,401778
4955,412199
4956,423433
4957,432077
4958,426678
4959,420124
4960,418989
4961,419832
4962,413977
4963,405380
4964,395153
4965,392598
4966,387590
4967,362296
4968,343623
4969,321548
4970,305540
4971,296298
4972,291637
4973,294610
4974,311571
4975,332043
4976,354758
4977,383868
4978,402702
4979,411877
4980,422715
4981,429896
4982,425072
4983,418920
4984,418376
4985,417049
4986,408615
4987,399459
4988,390816
4989,387868
4990,383861
4991,359954
4992,339501
4993,319159
4994,302835
4995,295526
4996,291127
4997,291355
4998,308096
4999,326863
5000,351429
5001,379480
5002,397255
5003,408544
5004,418445
5005,427362
5006,423052
5007,417026
5008,417737
5009,417632
5010,411672
5011,404550
5012,396073
5013,393570
5014,388750
5015,365807
5016,345940
5017,322240
5018,304953
5019,296626
5020,292291
5021,292904
5022,310801
5023,331100
5024,355839
5025,381766
5026,400949
5027,411024
5028,423025
5029,430760
5030,423236
5031,413958
5032,411150
5033,408958
5034,401840
5035,395130
5036,384614
5037,379863
5038,373255
5039,350321
5040,337086
5041,318221
5042,298970
5043,288090
5044,281777
5045,277579
5046,279076
5047,279864
5048,295618
5049,322279
5050,344714
5051,356044
5052,362725
5053,369176
5054,368528
5055,361025
5056,355293
5057,352134
5058,348876
5059,347717
5060,346222
5061,350009
5062,349095
5063,329310
5064,312048
5065,293295
5066,278459
5067,267012
5068,259928
5069,257375
5070,256563
5071,254487
5072,260785
5073,277466
5074,294585
5075,305436
5076,314990
5077,324615
5078,329226
5079,324763
5080,319780
5081,316017
5082,315258
5083,315649
5084,319302
5085,334646
5086,347679
5087,331886
5088,312320
5089,290154
5090,276245
5091,268252
5092,265683
5093,269787
5094,290823
5095,311491
5096,340210
5097,359504
5098,380216
5099,392213
5100,403605
5101,412337
5102,407066
5103,397165
5104,393804
5105,392159
5106,388119
5107,379202
5108,371729
5109,375650
5110,374004
5111,346824
5112,324667
5113,300951
5114,286271
5115,277553
5116,274383
5117,275824
5118,293128
5119,312522
5120,339618
5121,367791
5122,387581
5123,400347
5124,411277
5125,418734
5126,414244
5127,405855
5128,402700
5129,402189
5130,396611
5131,388886
5132,381756
5133,383079
5134,380631
5135,354384
5136,329751
5137,305802
5138,291833
5139,283076
5140,278058
5141,281296
5142,297749
5143,316688
5144,343441
5145,371871
5146,391743
5147,404969
5148,416049
5149,424192
5150,418734
5151,409989
5152,407869
5153,405606
5154,400331
5155,391287
5156,383031
5157,384737
5158,379993
5159,353903
5160,330140
5161,309461
5162,293126
5163,282748
5164,278564
5165,280989
5166,294803
5167,312715
5168,340365
5169,368019
5170,387230
5171,402455
5172,412816
5173,420894
5174,416867
5175,407796
5176,405203
5177,404172
5178,398955
5179,391259
5180,384374
5181,386368
5182,383008
5183,358513
5184,335493
5185,313505
5186,296492
5187,287128
5188,282137
5189,284320
5190,296971
5191,315142
5192,342075
5193,365987
5194,382945
5195,392740
5196,401345
5197,405113
5198,396176
5199,386783
5200,381695
5201,381369
5202,376888
5203,370520
5204,364659
5205,366112
5206,358810
5207,336678
5208,318346
5209,299376
5210,282643
5211,272180
5212,265908
5213,262458
5214,265480
5215,265384
5216,277995
5217,301413
5218,322424
5219,333197
5220,339474
5221,344602
5222,344886
5223,339819
5224,334550
5225,331260
5226,330089
5227,330876
5228,329845
5229,336591
5230,335125
5231,313614
5232,297343
5233,279954
5234,264714
5235,255417
5236,249627
5237,246006
5238,246771
5239,241142
5240,246075
5241,263065
5242,279350
5243,289954
5244,298215
5245,306897
5246,312769
5247,310095
5248,305787
5249,302983
5250,303426
5251,305160
5252,306634
5253,322148
5254,333408
5255,316863
5256,296712
5257,278342
5258,264129
5259,256124
5260,254161
5261,256350
5262,271247
5263,289544
5264,315770
5265,344838
5266,365548
5267,376842
5268,387119
5269,395647
5270,393741
5271,385365
5272,384635
5273,384587
5274,379370
5275,372490
5276,365186
5277,371164
5278,367779
5279,341975
5280,317441
5281,295336
5282,279557
5283,271483
5284,267757
5285,268901
5286,282039
5287,299286
5288,321928
5289,349170
5290,367231
5291,379796
5292,389490
5293,396742
5294,392644
5295,383449
5296,381040
5297,379353
5298,374274
5299,367283
5300,362700
5301,368839
5302,358402
5303,333239
5304,311215
5305,291591
5306,277206
5307,268679
5308,265538
5309,266791
5310,280636
5311,295271
5312,316771
5313,337460
5314,352111
5315,359617
5316,367909
5317,372270
5318,365155
5319,356111
5320,353589
5321,353305
5322,350235
5323,346391
5324,344394
5325,354591
5326,348276
5327,323072
5328,305522
5329,286083
5330,272930
5331,267368
5332,262885
5333,263481
5334,277202
5335,291994
5336,312165
5337,334533
5338,346232
5339,355000
5340,363825
5341,370483
5342,367407
5343,356726
5344,353129
5345,353700
5346,352911
5347,349532
5348,346446
5349,355910
5350,348002
5351,323057
5352,306874
5353,287072
5354,274051
5355,267071
5356,264123
5357,265829
5358,278762
5359,294953
5360,314852
5361,338816
5362,357022
5363,365592
5364,373023
5365,376336
5366,370031
5367,359565
5368,357194
5369,355793
5370,354785
5371,352363
5372,346987
5373,355069
5374,348236
5375,324387
5376,306778
5377,286901
5378,272983
5379,263874
5380,258744
5381,253797
5382,256576
5383,257989
5384,267416
5385,289698
5386,312077
5387,322367
5388,328063
5389,332942
5390,332664
5391,323668
5392,317445
5393,316332
5394,315529
5395,316611
5396,316364
5397,332224
5398,326710
5399,308083
5400,288799
5401,272407
5402,257757
5403,248621
5404,242850
5405,239686
5406,239879
5407,236251
5408,240906
5409,258849
5410,273394
5411,286095
5412,291468
5413,297960
5414,302015
5415,298868
5416,292007
5417,289565
5418,289241
5419,290512
5420,293155
5421,312537
5422,314944
5423,296653
5424,281242
5425,267219
5426,253657
5427,245886
5428,242175
5429,241198
5430,244943
5431,243103
5432,247545
5433,264903
5434,282800
5435,293536
5436,301120
5437,309470
5438,316460
5439,310459
5440,304990
5441,301410
5442,302015
5443,302531
5444,308146
5445,327888
5446,328942
5447,308859
5448,293132
5449,275651
5450,262276
5451,256756
5452,252567
5453,255834
5454,271320
5455,289790
5456,311676
5457,335499
5458,353802
5459,365433
5460,373571
5461,378899
5462,375206
5463,364971
5464,362254
5465,361706
5466,358214
5467,352596
5468,351138
5469,365876
5470,355872
5471,329176
5472,308911
5473,289349
5474,275329
5475,266732
5476,262278
5477,263711
5478,277675
5479,295108
5480,312706
5481,339127
5482,354772
5483,364304
5484,374527
5485,382492
5486,379945
5487,371603
5488,367699
5489,364887
5490,363816
5491,360832
5492,357813
5493,372716
5494,363611
5495,337216
5496,316943
5497,295786
5498,280400
5499,272497
5500,268769
5501,268823
5502,281788
5503,298381
5504,319557
5505,344116
5506,361673
5507,371286
5508,381114
5509,388744
5510,384334
5511,375144
5512,373809
5513,373425
5514,370742
5515,366535
5516,363379
5517,377852
5518,369222
5519,341086
5520,320186
5521,299503
5522,283362
5523,275724
5524,270298
5525,272472
5526,286451
5527,304305
5528,322599
5529,346028
5530,365255
5531,376248
5532,386536
5533,392267
5534,386011
5535,377969
5536,374751
5537,372975
5538,370846
5539,365477
5540,363153
5541,377511
5542,366315
5543,343334
5544,323984
5545,303439
5546,286284
5547,276970
5548,270843
5549,267374
5550,269875
5551,273624
5552,282327
5553,305444
5554,327888
5555,338889
5556,345844
5557,352690
5558,351084
5559,342259
5560,335888
5561,332429
5562,329080
5563,328224
5564,328659
5565,345975
5566,337228
5567,316702
5568,300587
5569,283530
5570,266439
5571,256944
5572,251693
5573,249389
5574,249477
5575,247007
5576,247984
5577,264739
5578,276995
5579,288339
5580,298006
5581,306789
5582,310963
5583,304664
5584,300601
5585,296934
5586,296289
5587,299623
5588,304832
5589,331635
5590,335012
5591,318062
5592,297504
5593,277792
5594,266000
5595,260227
5596,257408
5597,260386
5598,280008
5599,302826
5600,325901
5601,353480
5602,371089
5603,383351
5604,396755
5605,406181
5606,403158
5607,393438
5608,390634
5609,389601
5610,384729
5611,378920
5612,373646
5613,388137
5614,371522
5615,345141
5616,322367
5617,301879
5618,287087
5619,278785
5620,275918
5621,277066
5622,292157
5623,312673
5624,334815
5625,360968
5626,378623
5627,390793
5628,402296
5629,411131
5630,404816
5631,395011
5632,394461
5633,393189
5634,390651
5635,382757
5636,376377
5637,391239
5638,372975
5639,345768
5640,322752
5641,302372
5642,287465
5643,279906
5644,277796
5645,278488
5646,293657
5647,313616
5648,334150
5649,359789
5650,376729
5651,389311
5652,399306
5653,406194
5654,401633
5655,394938
5656,392351
5657,393702
5658,388892
5659,381816
5660,374698
5661,389336
5662,370683
5663,341938
5664,321018
5665,299593
5666,284385
5667,277487
5668,273900
5669,274967
5670,290305
5671,311659
5672,330119
5673,352035
5674,372179
5675,387291
5676,396550
5677,403593
5678,398361
5679,390243
5680,388666
5681,388704
5682,385312
5683,379301
5684,376499
5685,390971
5686,369368
5687,343625
5688,325109
5689,304411
5690,289159
5691,281767
5692,276117
5693,276224
5694,291589
5695,313378
5696,332777
5697,358212
5698,376037
5699,387623
5700,398053
5701,404808
5702,397830
5703,386128
5704,383362
5705,382638
5706,378822
5707,376557
5708,372179
5709,384800
5710,364623
5711,338567
5712,320190
5713,300905
5714,286213
5715,276613
5716,269953
5717,266239
5718,266651
5719,271469
5720,279971
5721,303614
5722,324680
5723,337111
5724,344827
5725,353026
5726,354446
5727,346134
5728,341252
5729,338013
5730,335901
5731,336407
5732,338443
5733,357838
5734,344758
5735,323500
5736,305946
5737,287990
5738,274831
5739,264982
5740,259616
5741,256833
5742,258163
5743,256306
5744,256122
5745,272863
5746,290071
5747,302009
5748,311975
5749,324450
5750,329985
5751,323392
5752,320339
5753,317275
5754,315416
5755,314887
5756,322179
5757,348069
5758,345812
5759,327440
5760,306519
5761,286315
5762,272907
5763,267023
5764,264675
5765,269252
5766,291461
5767,320138
5768,344014
5769,374108
5770,393549
5771,406405
5772,416517
5773,423667
5774,417826
5775,406436
5776,404220
5777,402760
5778,398080
5779,390408
5780,385775
5781,403484
5782,380271
5783,351847
5784,327124
5785,307749
5786,292937
5787,286740
5788,282286
5789,285190
5790,303523
5791,327352
5792,346235
5793,374016
5794,391866
5795,403404
5796,411836
5797,420336
5798,412277
5799,402120
5800,399076
5801,398085
5802,392203
5803,383968
5804,380263
5805,398099
5806,374569
5807,348085
5808,326223
5809,307328
5810,292348
5811,284948
5812,282001
5813,284264
5814,302456
5815,330012
5816,352102
5817,377981
5818,394133
5819,404235
5820,412866
5821,419265
5822,410485
5823,399693
5824,399337
5825,398662
5826,394476
5827,385304
5828,383347
5829,400791
5830,376913
5831,349283
5832,326712
5833,305676
5834,291790
5835,285092
5836,281650
5837,283860
5838,302059
5839,328346
5840,347995
5841,372722
5842,391261
5843,402236
5844,415018
5845,423029
5846,414937
5847,408026
5848,407601
5849,408268
5850,403553
5851,392453
5852,388880
5853,403101
5854,376946
5855,348621
5856,329224
5857,310634
5858,297751
5859,291399
5860,286951
5861,289410
5862,307385
5863,335399
5864,353298
5865,376407
5866,395283
5867,408697
5868,420124
5869,428595
5870,420221
5871,411597
5872,410202
5873,409535
5874,402557
5875,392706
5876,387535
5877,398147
5878,371269
5879,344739
5880,330324
5881,312642
5882,297994
5883,288364
5884,281625
5885,276447
5886,278729
5887,284557
5888,292490
5889,316744
5890,340076
5891,353633
5892,362999
5893,374776
5894,374077
5895,367116
5896,362265
5897,358576
5898,355590
5899,352305
5900,354371
5901,373797
5902,353419
5903,332306
5904,314990
5905,294958
5906,279408
5907,269423
5908,264388
5909,259865
5910,260446
5911,260141
5912,260148
5913,277928
5914,297368
5915,314772
5916,327223
5917,340806
5918,349898
5919,347046
5920,344074
5921,340844
5922,339334
5923,338602
5924,346049
5925,374334
5926,370181
5927,347598
5928,323984
5929,302203
5930,286972
5931,279781
5932,274195
5933,280239
5934,303134
5935,335054
5936,357478
5937,385296
5938,406623
5939,423822
5940,439128
5941,452160
5942,450066
5943,445832
5944,446982
5945,447530
5946,440101
5947,428422
5948,422895
5949,437568
5950,409749
5951,374968
5952,350387
5953,325387
5954,307769
5955,299052
5956,294658
5957,295279
5958,314360
5959,343709
5960,364276
5961,392221
5962,412501
5963,430364
5964,446878
5965,461187
5966,457981
5967,455806
5968,456915
5969,454719
5970,445705
5971,433267
5972,426713
5973,439530
5974,411449
5975,380570
5976,357819
5977,335441
5978,318741
5979,309700
5980,302889
5981,304315
5982,322261
5983,350967
5984,369180
5985,394636
5986,412938
5987,428541
5988,441349
5989,451767
5990,447651
5991,444036
5992,445290
5993,444782
5994,435182
5995,421931
5996,418433
5997,428342
5998,396615
5999,363499
6000,341565
6001,322024
6002,306701
6003,299296
6004,296156
6005,295476
6006,313399
6007,340135
6008,354149
6009,373948
6010,389781
6011,400151
6012,408645
6013,415371
6014,410196
6015,405692
6016,407267
6017,406867
6018,399304
6019,388708
6020,389538
6021,400159
6022,373772
6023,346508
6024,329330
6025,311950
6026,298623
6027,292615
6028,288402
6029,290133
6030,310653
6031,339050
6032,356096
6033,376528
6034,391931
6035,401156
6036,409372
6037,417668
6038,410154
6039,400109
6040,397025
6041,397257
6042,389817
6043,380829
6044,381080
6045,391423
6046,361096
6047,335788
6048,320343
6049,306366
6050,290535
6051,281211
6052,277263
6053,274829
6054,276533
6055,284408
6056,291083
6057,314275
6058,333895
6059,344432
6060,351906
6061,359642
6062,356462
6063,347330
6064,339587
6065,335760
6066,334361
6067,330428
6068,342029
6069,359412
6070,339368
6071,317978
6072,301220
6073,284649
6074,270716
6075,262657
6076,257870
6077,255081
6078,256333
6079,257728
6080,255836
6081,272179
6082,288314
6083,301132
6084,309953
6085,319820
6086,323099
6087,317635
6088,312658
6089,309170
6090,309865
6091,311101
6092,325495
6093,351291
6094,344087
6095,323189
6096,300927
6097,283908
6098,274312
6099,267094
6100,264877
6101,269108
6102,293441
6103,330090
6104,351308
6105,371488
6106,386051
6107,397280
6108,407954
6109,414401
6110,407204
6111,401608
6112,404534
6113,405339
6114,399383
6115,390885
6116,395184
6117,405209
6118,368619
6119,337971
6120,322535
6121,306416
6122,293937
6123,286848
6124,284406
6125,286177
6126,307619
6127,343019
6128,362729
6129,381735
6130,394404
6131,399379
6132,403986
6133,401955
6134,385758
6135,377534
6136,377329
6137,376837
6138,372176
6139,366853
6140,378148
6141,385657
6142,351931
6143,321932
6144,304758
6145,288295
6146,276886
6147,272962
6148,270408
6149,274135
6150,291557
6151,326250
6152,343445
6153,356286
6154,359747
6155,366390
6156,372954
6157,372973
6158,357300
6159,350848
6160,351130
6161,350858
6162,348781
6163,345304
6164,364973
6165,374019
6166,338240
6167,309884
6168,295825
6169,280763
6170,269737
6171,263999
6172,263458
6173,266548
6174,286796
6175,319588
6176,336344
6177,347939
6178,353461
6179,356583
6180,362624
6181,363287
6182,349936
6183,343132
6184,342970
6185,345108
6186,341141
6187,342425
6188,360491
6189,371852
6190,339365
6191,311456
6192,294633
6193,281470
6194,271213
6195,266713
6196,263719
6197,267840
6198,287764
6199,323247
6200,338356
6201,349081
6202,355406
6203,357840
6204,364046
6205,366836
6206,355061
6207,344877
6208,342264
6209,342709
6210,340076
6211,337258
6212,351845
6213,360839
6214,330328
6215,306366
6216,292783
6217,279344
6218,266197
6219,258374
6220,255953
6221,253078
6222,258341
6223,268322
6224,273984
6225,296285
6226,313442
6227,319969
6228,321932
6229,323649
6230,318990
6231,303522
6232,294439
6233,291681
6234,291338
6235,297486
6236,317692
6237,328787
6238,308905
6239,290309
6240,274107
6241,258036
6242,245876
6243,238561
6244,235410
6245,236033
6246,235341
6247,240331
6248,239574
6249,255267
6250,269643
6251,280366
6252,285493
6253,291948
6254,292990
6255,279291
6256,271176
6257,268422
6258,270862
6259,276717
6260,302726
6261,324590
6262,311094
6263,289828
6264,272315
6265,256888
6266,247373
6267,242834
6268,243528
6269,248523
6270,273472
6271,313120
6272,329987
6273,341546
6274,348598
6275,354515
6276,361016
6277,364807
6278,355276
6279,347082
6280,346360
6281,348673
6282,346937
6283,344618
6284,366514
6285,373901
6286,338788
6287,309331
6288,291066
6289,277648
6290,268418
6291,266147
6292,264008
6293,267403
6294,290146
6295,327283
6296,346586
6297,356556
6298,363413
6299,366064
6300,371639
6301,371794
6302,359270
6303,352441
6304,352707
6305,353386
6306,349888
6307,348043
6308,371269
6309,377793
6310,342178
6311,310747
6312,293680
6313,280308
6314,269990
6315,266628
6316,264687
6317,268646
6318,288116
6319,325387
6320,341015
6321,350371
6322,355655
6323,361060
6324,367543
6325,370115
6326,359948
6327,353704
6328,353313
6329,355251
6330,353568
6331,352295
6332,373209
6333,376842
6334,340139
6335,310655
6336,294006
6337,278729
6338,269030
6339,265128
6340,265818
6341,267332
6342,288437
6343,327419
6344,343470
6345,353884
6346,360270
6347,363743
6348,371927
6349,374953
6350,364899
6351,359141
6352,359739
6353,361984
6354,358365
6355,357658
6356,376266
6357,381070
6358,345543
6359,314124
6360,297166
6361,283224
6362,271832
6363,266412
6364,265758
6365,269637
6366,290549
6367,329399
6368,345902
6369,356565
6370,362967
6371,368026
6372,373446
6373,375622
6374,364373
6375,353779
6376,350705
6377,351922
6378,347882
6379,347383
6380,362700
6381,365801
6382,331430
6383,306784
6384,291767
6385,276017
6386,265026
6387,257379
6388,254583
6389,250963
6390,254853
6391,267019
6392,272336
6393,295880
6394,313219
6395,319521
6396,322340
6397,325334
6398,319249
6399,304235
6400,296327
6401,293494
6402,294587
6403,297134
6404,320623
6405,330905
6406,307130
6407,288695
6408,272403
6409,257655
6410,245744
6411,238147
6412,235594
6413,234869
6414,236015
6415,240111
6416,239895
6417,255487
6418,272893
6419,280981
6420,286524
6421,293105
6422,292789
6423,278877
6424,271650
6425,266989
6426,270049
6427,278032
6428,307257
6429,319701
6430,307174
6431,286455
6432,267447
6433,253649
6434,246049
6435,242068
6436,242689
6437,248398
6438,276299
6439,318754
6440,339004
6441,347966
6442,359178
6443,364069
6444,370997
6445,372609
6446,361675
6447,354110
6448,352752
6449,353603
6450,350998
6451,350969
6452,375951
6453,374221
6454,338730
6455,307079
6456,291037
6457,276385
6458,267148
6459,264003
6460,261584
6461,265202
6462,287459
6463,329998
6464,345929
6465,355931
6466,362775
6467,368042
6468,375110
6469,376166
6470,365627
6471,359193
6472,358858
6473,360883
6474,358823
6475,356937
6476,382609
6477,380137
6478,342970
6479,313735
6480,296275
6481,281924
6482,273072
6483,269116
6484,267514
6485,272978
6486,295238
6487,335591
6488,351544
6489,358990
6490,366577
6491,371589
6492,376662
6493,376971
6494,365759
6495,357140
6496,357376
6497,358842
6498,354235
6499,354066
6500,379821
6501,378103
6502,340792
6503,310657
6504,293483
6505,279734
6506,268869
6507,264629
6508,263094
6509,266490
6510,287869
6511,324030
6512,340104
6513,349152
6514,356763
6515,362616
6516,368607
6517,370219
6518,359134
6519,352753
6520,353104
6521,354921
6522,349651
6523,350825
6524,376333
6525,374069
6526,339209
6527,309354
6528,293538
6529,279122
6530,269614
6531,263660
6532,262266
6533,265507
6534,286773
6535,328072
6536,345016
6537,352740
6538,358587
6539,364477
6540,368551
6541,371789
6542,360249
6543,351130
6544,347334
6545,347330
6546,346151
6547,346810
6548,367026
6549,364534
6550,332498
6551,305910
6552,292691
6553,278754
6554,266864
6555,259092
6556,253236
6557,252174
6558,254341
6559,266649
6560,274312
6561,296839
6562,313681
6563,318840
6564,323239
6565,325086
6566,317340
6567,303891
6568,295641
6569,293968
6570,292793
6571,301210
6572,327662
6573,330936
6574,310312
6575,288527
6576,271155
6577,256908
6578,244862
6579,238081
6580,234634
6581,232188
6582,232744
6583,240561
6584,239433
6585,255907
6586,275053
6587,283367
6588,287624
6589,292714
6590,291955
6591,276999
6592,271745
6593,269321
6594,271816
6595,280529
6596,314055
6597,324515
6598,307222
6599,287890
6600,268344
6601,254497
6602,245834
6603,242033
6604,241803
6605,247089
6606,273737
6607,317372
6608,339326
6609,348018
6610,354896
6611,359011
6612,364385
6613,366148
6614,357936
6615,352711
6616,351437
6617,353305
6618,350820
6619,352255
6620,378473
6621,374269
6622,337070
6623,308252
6624,290568
6625,276100
6626,265800
6627,262195
6628,261135
6629,265105
6630,286516
6631,328990
6632,346806
6633,356567
6634,363335
6635,366340
6636,373372
6637,377440
6638,364552
6639,357723
6640,357888
6641,359024
6642,355964
6643,357840
6644,386772
6645,380244
6646,342801
6647,312491
6648,295234
6649,280102
6650,270502
6651,265087
6652,265026
6653,268660
6654,288941
6655,330077
6656,350436
6657,357794
6658,363187
6659,367175
6660,374345
6661,374792
6662,364048
6663,356767
6664,356027
6665,357365
6666,353557
6667,356079
6668,382602
6669,377632
6670,341287
6671,311477
6672,294648
6673,279509
6674,269699
6675,266872
6676,264890
6677,267128
6678,288143
6679,328684
6680,348913
6681,356725
6682,362938
6683,366631
6684,373234
6685,373571
6686,361157
6687,354567
6688,353662
6689,354927
6690,353056
6691,355182
6692,379127
6693,372806
6694,338977
6695,309748
6696,293266
6697,277562
6698,267349
6699,262742
6700,260980
6701,263637
6702,284174
6703,322419
6704,341871
6705,349773
6706,357993
6707,361046
6708,364017
6709,364835
6710,352752
6711,343729
6712,341068
6713,340154
6714,336699
6715,340796
6716,363572
6717,358808
6718,329157
6719,303577
6720,287528
6721,273737
6722,262866
6723,254209
6724,251902
6725,249602
6726,253826
6727,266354
6728,275808
6729,296296
6730,313501
6731,318310
6732,321200
6733,321708
6734,313144
6735,299512
6736,292128
6737,289084
6738,289571
6739,298412
6740,326223
6741,328394
6742,307299
6743,287415
6744,269599
6745,253960
6746,242390
6747,235471
6748,231362
6749,229994
6750,233348
6751,240939
6752,243605
6753,256530
6754,274881
6755,283135
6756,286355
6757,289732
6758,288785
6759,275950
6760,267040
6761,263317
6762,266509
6763,278603
6764,315051
6765,321014
6766,304769
6767,283925
6768,265507
6769,250403
6770,244364
6771,241824
6772,241269
6773,245462
6774,273443
6775,316993
6776,337607
6777,346264
6778,351715
6779,355567
6780,360190
6781,360732
6782,348144
6783,341615
6784,339652
6785,339970
6786,336469
6787,343729
6788,372724
6789,366252
6790,331794
6791,300388
6792,283018
6793,268436
6794,258427
6795,255202
6796,253799
6797,257304
6798,279981
6799,319962
6800,341657
6801,348706
6802,353848
6803,357215
6804,359517
6805,360044
6806,347690
6807,339863
6808,338483
6809,338318
6810,335403
6811,342443
6812,367559
6813,359017
6814,325786
6815,296085
6816,278812
6817,263447
6818,254970
6819,249397
6820,247047
6821,243287
6822,243590
6823,250941
6824,255737
6825,269775
6826,287396
6827,297843
6828,303447
6829,307742
6830,300940
6831,283538
6832,274622
6833,272188
6834,276178
6835,291008
6836,321731
6837,324393
6838,305603
6839,282741
6840,266327
6841,251767
6842,242898
6843,240121
6844,239377
6845,244159
6846,272606
6847,313127
6848,339859
6849,349173
6850,354946
6851,356778
6852,360138
6853,359155
6854,345739
6855,338115
6856,335574
6857,337550
6858,338192
6859,348620
6860,373126
6861,364603
6862,328249
6863,298278
6864,279088
6865,263123
6866,252756
6867,248498
6868,246618
6869,252783
6870,275050
6871,314507
6872,339608
6873,346828
6874,353969
6875,356531
6876,356138
6877,354975
6878,340444
6879,328921
6880,325268
6881,323850
6882,322522
6883,332157
6884,360322
6885,353424
6886,320468
6887,294700
6888,279971
6889,264487
6890,250041
6891,245190
6892,242553
6893,240853
6894,245190
6895,259386
6896,271314
6897,288044
6898,305373
6899,310402
6900,312849
6901,312320
6902,306791
6903,293034
6904,282116
6905,279498
6906,280569
6907,294579
6908,322514
6909,322346
6910,300582
6911,281732
6912,262565
6913,246100
6914,234689
6915,229265
6916,225120
6917,223014
6918,226952
6919,235266
6920,237633
6921,250579
6922,269501
6923,277223
6924,278929
6925,281872
6926,278327
6927,268874
6928,262950
6929,260407
6930,263880
6931,284678
6932,317884
6933,322024
6934,305091
6935,285069
6936,267109
6937,249822
6938,241399
6939,239090
6940,239346
6941,244981
6942,273419
6943,319423
6944,346728
6945,353445
6946,360201
6947,363752
6948,366978
6949,364747
6950,353673
6951,345589
6952,343242
6953,343326
6954,341076
6955,354622
6956,379023
6957,372829
6958,338947
6959,306726
6960,286211
6961,271425
6962,261369
6963,257484
6964,256465
6965,261147
6966,283296
6967,325755
6968,351435
6969,357319
6970,364897
6971,364500
6972,370550
6973,370332
6974,356939
6975,348589
6976,346057
6977,345632
6978,343918
6979,358254
6980,383027
6981,373881
6982,336885
6983,306308
6984,285261
6985,270275
6986,261319
6987,257281
6988,256204
6989,260035
6990,283059
6991,325077
6992,351814
6993,357432
6994,362235
6995,364295
6996,367139
6997,367478
6998,354457
6999,344267
7000,342124
7001,343326
7002,342885
7003,356416
7004,380697
7005,371359
7006,335733
7007,304882
7008,287197
7009,270802
7010,259761
7011,255058
7012,254205
7013,258847
7014,280596
7015,323653
7016,351385
7017,355692
7018,362237
7019,363187
7020,364931
7021,364626
7022,351397
7023,342190
7024,340152
7025,341285
7026,341375
7027,354145
7028,377897
7029,370334
7030,334159
7031,304487
7032,286993
7033,270093
7034,260125
7035,256913
7036,254857
7037,257872
7038,280811
7039,323202
7040,350940
7041,357641
7042,361955
7043,363647
7044,366089
7045,365474
7046,351945
7047,339918
7048,336888
7049,336158
7050,334414
7051,348457
7052,366744
7053,359333
7054,330309
7055,306189
7056,288962
7057,272685
7058,259246
7059,252314
7060,248525
7061,248942
7062,250880
7063,267903
7064,282995
7065,302878
7066,321564
7067,327555
7068,329002
7069,328962
7070,320596
7071,302544
7072,291969
7073,289807
7074,291921
7075,309992
7076,329615
7077,327990
7078,305979
7079,286944
7080,268357
7081,252471
7082,239758
7083,234729
7084,230107
7085,231201
7086,234273
7087,241840
7088,246771
7089,259687
7090,279160
7091,291984
7092,295731
7093,299006
7094,295763
7095,280809
7096,270251
7097,269053
7098,273867
7099,295693
7100,324998
7101,325504
7102,308679
7103,286876
7104,266040
7105,249749
7106,241096
7107,238269
7108,238154
7109,245389
7110,274406
7111,320801
7112,351441
7113,358242
7114,365905
7115,370016
7116,371884
7117,371463
7118,358072
7119,349641
7120,344171
7121,344535
7122,342811
7123,361087
7124,382462
7125,372517
7126,338125
7127,305499
7128,286999
7129,269825
7130,259468
7131,254995
7132,254602
7133,258238
7134,284088
7135,327520
7136,358438
7137,363645
7138,369138
7139,370290
7140,373910
7141,371907
7142,358221
7143,348800
7144,346973
7145,346716
7146,344710
7147,362428
7148,383138
7149,373391
7150,338100
7151,307909
7152,287873
7153,272012
7154,261758
7155,256908
7156,256540
7157,261022
7158,281932
7159,326066
7160,355429
7161,360420
