t,water
4143,1914000
4144,1914000
4145,1914000
4146,1914000
4147,1914000
4148,1912000
4149,1912000
4150,1912000
4151,1912000
4152,1911000
4153,1909000
4154,1909000
4155,1909000
4156,1909000
4157,1909000
4158,1909000
4159,1908000
4160,1908000
4161,1908000
4162,1908000
4163,910000
4164,1906000
4165,1906000
4166,1906000
4167,1906000
4168,1906000
4169,1906000
4170,1904000
4171,1904000
4172,1904000
4173,1904000
4174,1904000
4175,1902000
4176,1902000
4177,1902000
4178,899000
4179,1902000
4180,1901000
4181,1901000
4182,1901000
4183,1901000
4184,1901000
4185,1901000
4186,1900000
4187,1900000
4188,1900000
4189,1900000
4190,1900000
4191,1899000
4192,1898000
4193,1898000
4194,1898000
4195,1898000
4196,1898000
4197,1897000
4198,1895000
4199,1895000
4200,1895000
4201,1895000
4202,1894000
4203,1893000
4204,1893000
4205,1893000
4206,1894000
4207,1894000
4208,1892000
4209,1892000
4210,1892000
4211,1892000
4212,1892000
4213,1891000
4214,1889000
4215,1889000
4216,1889000
4217,1889000
4218,1889000
4219,1889000
4220,1887000
4221,1887000
4222,1887000
4223,1887000
4224,1886000
4225,1886000
4226,1886000
4227,1886000
4228,1886000
4229,1885000
4230,1885000
4231,1885000
4232,1885000
4233,1885000
4234,1884000
4235,1882000
4236,1882000
4237,1882000
4238,1882000
4239,1882000
4240,1881000
4241,1881000
4242,1881000
4243,1881000
4244,1881000
4245,1880000
4246,1879000
4247,1879000
4248,1879000
4249,1880000
4250,1878000
4251,1878000
4252,1878000
4253,1878000
4254,1879000
4255,1878000
4256,1877000
4257,1877000
4258,1877000
4259,1877000
4260,1876000
4261,1876000
4262,1876000
4263,1876000
4264,1876000
4265,1876000
4266,1874000
4267,1874000
4268,1874000
4269,1874000
4270,1874000
4271,1873000
4272,1873000
4273,1873000
4274,1873000
4275,1873000
4276,1872000
4277,1872000
4278,1872000
4279,1872000
4280,1873000
4281,1871000
4282,1871000
4283,1871000
4284,1871000
4285,1871000
4286,1871000
4287,1870000
4288,1869000
4289,1869000
4290,1869000
4291,1869000
4292,1867000
4293,1867000
4294,1867000
4295,1867000
4296,1866000
4297,1865000
4298,1866000
4299,1866000
4300,1866000
4301,1865000
4302,1864000
4303,1864000
4304,1864000
4305,1865000
4306,1864000
4307,1863000
4308,1863000
4309,1863000
4310,1863000
4311,1863000
4312,1862000
4313,1862000
4314,1862000
4315,1862000
4316,1862000
4317,1861000
4318,1860000
4319,1860000
4320,1860000
4321,1860000
4322,1860000
4323,1859000
4324,1859000
4325,1859000
4326,1859000
4327,1859000
4328,1858000
4329,1858000
4330,1858000
4331,1858000
4332,1858000
4333,1857000
4334,1856000
4335,1856000
4336,1856000
4337,1856000
4338,1856000
4339,1855000
4340,1854000
4341,1853000
4342,1853000
4343,1853000
4344,1853000
4345,1823000
4346,1823000
4347,1823000
4348,1823000
4349,1823000
4350,1822000
4351,1822000
4352,1822000
4353,1822000
4354,1822000
4355,1822000
4356,1820000
4357,1820000
4358,1821000
4359,1821000
4360,1821000
4361,1820000
4362,1819000
4363,1819000
4364,1819000
4365,1819000
4366,1818000
4367,1817000
4368,1818000
4369,1818000
4370,1818000
4371,1818000
4372,1816000
4373,1817000
4374,1817000
4375,1816000
4376,1816000
4377,1815000
4378,1815000
4379,1815000
4380,1815000
4381,1815000
4382,1814000
4383,1812000
4384,1813000
4385,1813000
4386,1813000
4387,1813000
4388,1813000
4389,1811000
4390,1811000
4391,1811000
4392,1811000
4393,1811000
4394,1810000
4395,1810000
4396,1810000
4397,1810000
4398,1810000
4399,1810000
4400,1809000
4401,1809000
4402,1809000
4403,1809000
4404,1809000
4405,1807000
4406,1806000
4407,1806000
4408,1806000
4409,1806000
4410,1806000
4411,1805000
4412,1804000
4413,1804000
4414,1804000
4415,1804000
4416,1802000
4417,1802000
4418,1802000
4419,1802000
4420,1802000
4421,1801000
4422,1799000
4423,1799000
4424,1799000
4425,1799000
4426,1799000
4427,1797000
4428,1795000
4429,1795000
4430,1795000
4431,1795000
4432,1795000
4433,1793000
4434,1793000
4435,1793000
4436,1793000
4437,1793000
4438,1792000
4439,1791000
4440,1791000
4441,1791000
4442,1791000
4443,1790000
4444,1789000
4445,1789000
4446,1789000
4447,1789000
4448,1789000
4449,1787000
4450,1787000
4451,1787000
4452,1787000
4453,1787000
4454,1787000
4455,1785000
4456,1783000
4457,1783000
4458,1783000
4459,1783000
4460,1783000
4461,1782000
4462,1781000
4463,1781000
4464,1781000
4465,1781000
4466,1780000
4467,1779000
4468,1779000
4469,1780000
4470,1780000
4471,1780000
4472,1778000
4473,1778000
4474,1779000
4475,1779000
4476,1778000
4477,1779000
4478,1777000
4479,1777000
4480,1778000
4481,1778000
4482,1778000
4483,1780000
4484,1778000
4485,1777000
4486,1777000
4487,1777000
4488,1777000
4489,1776000
4490,1775000
4491,1775000
4492,1775000
4493,1775000
4494,1775000
4495,1774000
4496,1774000
4497,1774000
4498,1774000
4499,1774000
4500,1774000
4501,1771000
4502,1771000
4503,1772000
4504,1773000
4505,1772000
4506,1772000
4507,1770000
4508,1770000
4509,1770000
4510,1770000
4511,1770000
4512,1769000
4513,1769000
4514,1769000
4515,1769000
4516,1769000
4517,1769000
4518,1768000
4519,1768000
4520,1768000
4521,1768000
4522,1768000
4523,1768000
4524,1766000
4525,1766000
4526,1766000
4527,1766000
4528,1766000
4529,1766000
4530,1765000
4531,1763000
4532,1763000
4533,1762000
4534,1762000
4535,1762000
4536,1761000
4537,1761000
4538,1761000
4539,1761000
4540,1761000
4541,1761000
4542,1759000
4543,1760000
4544,1761000
4545,1761000
4546,1761000
4547,1760000
4548,1758000
4549,1758000
4550,1758000
4551,1758000
4552,1758000
4553,1757000
4554,1757000
4555,1756000
4556,1755000
4557,1755000
4558,1755000
4559,1754000
4560,1753000
4561,1753000
4562,1753000
4563,1753000
4564,1754000
4565,1753000
4566,1752000
4567,1752000
4568,1752000
4569,1751000
4570,1752000
4571,1750000
4572,1749000
4573,1749000
4574,1749000
4575,1749000
4576,1750000
4577,1749000
4578,1748000
4579,1748000
4580,1748000
4581,1748000
4582,1748000
4583,1746000
4584,1746000
4585,1746000
4586,1746000
4587,1746000
4588,1746000
4589,1744000
4590,1744000
4591,1744000
4592,1744000
4593,1744000
4594,1745000
4595,1743000
4596,1743000
4597,1743000
4598,1743000
4599,1743000
4600,1742000
4601,1741000
4602,1740000
4603,1740000
4604,1740000
4605,1740000
4606,1740000
4607,1738000
4608,1738000
4609,1738000
4610,1737000
4611,1737000
4612,1737000
4613,1735000
4614,1735000
4615,1735000
4616,1735000
4617,1735000
4618,1735000
4619,1734000
4620,1733000
4621,1732000
4622,1732000
4623,1732000
4624,1733000
4625,1733000
4626,1732000
4627,1731000
4628,1731000
4629,1731000
4630,1731000
4631,1731000
4632,1728000
4633,1728000
4634,1729000
4635,1729000
4636,1729000
4637,1729000
4638,1727000
4639,1727000
4640,1727000
4641,1727000
4642,1728000
4643,1728000
4644,1726000
4645,1725000
4646,1725000
4647,1725000
4648,1725000
4649,1725000
4650,1725000
4651,1724000
4652,1723000
4653,1723000
4654,1723000
4655,1723000
4656,1721000
4657,1720000
4658,1720000
4659,1721000
4660,1720000
4661,1720000
4662,1719000
4663,1719000
4664,1719000
4665,1719000
4666,1719000
4667,1719000
4668,1719000
4669,1717000
4670,1717000
4671,1717000
4672,1717000
4673,1717000
4674,1716000
4675,1716000
4676,1714000
4677,1714000
4678,1714000
4679,1714000
4680,1714000
4681,1712000
4682,1712000
4683,1712000
4684,1712000
4685,1712000
4686,1712000
4687,1710000
4688,1710000
4689,1710000
4690,1710000
4691,1710000
4692,1710000
4693,1709000
4694,1707000
4695,1707000
4696,1708000
4697,1707000
4698,1708000
4699,1707000
4700,1706000
4701,1705000
4702,1705000
4703,1705000
4704,1705000
4705,1704000
4706,1702000
4707,1702000
4708,1702000
4709,1702000
4710,1702000
4711,1702000
4712,1700000
4713,1699000
4714,1699000
4715,1699000
4716,1698000
4717,1698000
4718,1698000
4719,1697000
4720,1697000
4721,1697000
4722,1697000
4723,1697000
4724,1697000
4725,1697000
4726,1694000
4727,1694000
4728,1695000
4729,1696000
4730,1695000
4731,1693000
4732,1693000
4733,1693000
4734,1693000
4735,1693000
4736,1693000
4737,1691000
4738,1691000
4739,1691000
4740,1691000
4741,1690000
4742,1691000
4743,1690000
4744,1689000
4745,1689000
4746,1689000
4747,1689000
4748,1689000
4749,1689000
4750,1688000
4751,1687000
4752,1687000
4753,1686000
4754,1687000
4755,1686000
4756,1684000
4757,1684000
4758,1685000
4759,1685000
4760,1685000
4761,1685000
4762,1684000
4763,1683000
4764,1683000
4765,1683000
4766,1683000
4767,1683000
4768,1683000
4769,1681000
4770,1680000
4771,1680000
4772,1680000
4773,1680000
4774,1680000
4775,1678000
4776,1678000
4777,1678000
4778,1679000
4779,1679000
4780,1679000
4781,1677000
4782,1677000
4783,1677000
4784,1677000
4785,1677000
4786,1677000
4787,1676000
4788,1675000
4789,1675000
4790,1675000
4791,1675000
4792,1675000
4793,1675000
4794,1673000
4795,1673000
4796,1673000
4797,1673000
4798,1673000
4799,1672000
4800,1671000
4801,1671000
4802,1671000
4803,1671000
4804,1672000
4805,1672000
4806,1670000
4807,1670000
4808,1670000
4809,1670000
4810,1671000
4811,1670000
4812,1669000
4813,1668000
4814,1668000
4815,1668000
4816,1668000
4817,1668000
4818,1668000
4819,1667000
4820,1666000
4821,1666000
4822,1666000
4823,1666000
4824,1666000
4825,1665000
4826,1665000
4827,1665000
4828,1665000
4829,1665000
4830,1665000
4831,1664000
4832,1663000
4833,1663000
4834,1663000
4835,1664000
4836,1663000
4837,1663000
4838,1662000
4839,1661000
4840,1661000
4841,1661000
4842,1661000
4843,1661000
4844,1661000
4845,1659000
4846,1659000
4847,1659000
4848,1659000
4849,1659000
4850,1657000
4851,1657000
4852,1657000
4853,1657000
4854,1657000
4855,1657000
4856,1656000
4857,1655000
4858,1655000
4859,1655000
4860,1655000
4861,1655000
4862,1656000
4863,1655000
4864,1654000
4865,1654000
4866,1654000
4867,1654000
4868,1654000
4869,1654000
4870,1652000
4871,1652000
4872,1652000
4873,1652000
4874,1652000
4875,1651000
4876,1651000
4877,1651000
4878,1651000
4879,1651000
4880,1651000
4881,1651000
4882,1649000
4883,1649000
4884,1648000
4885,1648000
4886,1648000
4887,1649000
4888,1648000
4889,1646000
4890,1647000
4891,1647000
4892,1647000
4893,1647000
4894,1647000
4895,1644000
4896,1644000
4897,1643000
4898,1644000
4899,1645000
4900,1645000
4901,1643000
4902,1642000
4903,1642000
4904,1642000
4905,1642000
4906,1642000
4907,1642000
4908,1641000
4909,1641000
4910,1641000
4911,1641000
4912,1641000
4913,1642000
4914,1641000
4915,1638000
4916,1638000
4917,1638000
4918,1638000
4919,1639000
4920,1638000
4921,1638000
4922,1638000
4923,1638000
4924,1637000
4925,1637000
4926,1636000
4927,1636000
4928,1636000
4929,1636000
4930,1636000
4931,1636000
4932,1635000
4933,1633000
4934,1633000
4935,1632000
4936,1633000
4937,1633000
4938,1633000
4939,1633000
4940,1631000
4941,1630000
4942,1630000
4943,1630000
4944,1630000
4945,1629000
4946,1629000
4947,1629000
4948,1629000
4949,1629000
4950,1629000
4951,1628000
4952,1628000
4953,1628000
4954,1628000
4955,1628000
4956,1628000
4957,1628000
4958,1626000
4959,1625000
4960,1625000
4961,1624000
4962,1624000
4963,1624000
4964,1624000
4965,1622000
4966,1622000
4967,1622000
4968,1622000
4969,1622000
4970,1621000
4971,1620000
4972,1621000
4973,1621000
4974,1621000
4975,1621000
4976,1620000
4977,1619000
4978,1619000
4979,1619000
4980,1619000
4981,1619000
4982,1619000
4983,1617000
4984,1616000
4985,1616000
4986,1616000
4987,1616000
4988,1616000
4989,1616000
4990,1614000
4991,1614000
4992,1614000
4993,1613000
4994,1614000
4995,1612000
4996,1611000
4997,1611000
4998,1612000
4999,1612000
5000,1612000
5001,1610000
5002,1609000
5003,1609000
5004,1609000
5005,1609000
5006,1609000
5007,1609000
5008,1608000
5009,1607000
5010,1607000
5011,1607000
5012,1607000
5013,1607000
5014,1606000
5015,1604000
5016,1604000
5017,1604000
5018,1605000
5019,1605000
5020,1605000
5021,1603000
5022,1603000
5023,1603000
5024,1603000
5025,1603000
5026,1603000
5027,1602000
5028,1601000
5029,1601000
5030,1601000
5031,1601000
5032,1601000
5033,1601000
5034,1600000
5035,1599000
5036,1598000
5037,1598000
5038,1598000
5039,1598000
5040,1596000
5041,1596000
5042,1596000
5043,1597000
5044,1596000
5045,1597000
5046,1595000
5047,1594000
5048,1594000
5049,1594000
5050,1594000
5051,1593000
5052,1593000
5053,1590000
5054,1590000
5055,1590000
5056,1590000
5057,1590000
5058,1590000
5059,1590000
5060,1588000
5061,1587000
5062,1587000
5063,1587000
5064,1587000
5065,1586000
5066,1585000
5067,1585000
5068,1585000
5069,1586000
5070,1586000
5071,1585000
5072,1584000
5073,1584000
5074,1584000
5075,1583000
5076,1584000
5077,1584000
5078,1583000
5079,1581000
5080,1581000
5081,1581000
5082,1581000
5083,1581000
5084,1581000
5085,1581000
5086,1577000
5087,1578000
5088,1579000
5089,1579000
5090,1579000
5091,1578000
5092,1576000
5093,1576000
5094,1576000
5095,1576000
5096,1576000
5097,1576000
5098,1574000
5099,1574000
5100,1574000
5101,1574000
5102,1574000
5103,1573000
5104,1573000
5105,1572000
5106,1572000
5107,1572000
5108,1573000
5109,1572000
5110,1571000
5111,1570000
5112,1570000
5113,1572000
5114,1571000
5115,1571000
5116,1571000
5117,1569000
5118,1569000
5119,1569000
5120,1569000
5121,1569000
5122,1569000
5123,1568000
5124,1566000
5125,1566000
5126,1565000
5127,1565000
5128,1565000
5129,1565000
5130,1564000
5131,1563000
5132,1563000
5133,1563000
5134,1563000
5135,1563000
5136,1561000
5137,1561000
5138,1561000
5139,1562000
5140,1562000
5141,1562000
5142,1561000
5143,1560000
5144,1560000
5145,1560000
5146,1560000
5147,1560000
5148,1561000
5149,1559000
5150,1558000
5151,1558000
5152,1558000
5153,1558000
5154,1558000
5155,1558000
5156,1556000
5157,1556000
5158,1556000
5159,1556000
5160,1555000
5161,1556000
5162,1553000
5163,1553000
5164,1553000
5165,1554000
5166,1554000
5167,1554000
5168,1552000
5169,1551000
5170,1552000
5171,1551000
5172,1551000
5173,1551000
5174,1551000
5175,1549000
5176,1549000
5177,1549000
5178,1549000
5179,1549000
5180,1549000
5181,1549000
5182,1547000
5183,1547000
5184,1547000
5185,1547000
5186,1547000
5187,1546000
5188,1544000
5189,1544000
5190,1545000
5191,1545000
5192,1545000
5193,1545000
5194,1542000
5195,1542000
5196,1542000
5197,1542000
5198,1542000
5199,1542000
5200,1541000
5201,1540000
5202,1540000
5203,1540000
5204,1540000
5205,1540000
5206,1539000
5207,1538000
5208,1538000
5209,1538000
5210,1539000
5211,1539000
5212,1539000
5213,1537000
5214,1537000
5215,1537000
5216,1537000
5217,1537000
5218,1538000
5219,1537000
5220,1535000
5221,1535000
5222,1535000
5223,1535000
5224,1535000
5225,1536000
5226,1535000
5227,1533000
5228,1533000
5229,1533000
5230,1534000
5231,1534000
5232,1532000
5233,1532000
5234,1532000
5235,1531000
5236,1532000
5237,1532000
5238,1531000
5239,1530000
5240,1530000
5241,1531000
5242,1531000
5243,1531000
5244,1531000
5245,1529000
5246,1529000
5247,1529000
5248,1530000
5249,1530000
5250,1530000
5251,1530000
5252,1529000
5253,1528000
5254,1528000
5255,1528000
5256,1529000
5257,1528000
5258,1526000
5259,1526000
5260,1526000
5261,1526000
5262,1527000
5263,1527000
5264,1525000
5265,1525000
5266,1525000
5267,1525000
5268,1526000
5269,1526000
5270,1525000
5271,1524000
5272,1523000
5273,1523000
5274,1523000
5275,1523000
5276,1523000
5277,1523000
5278,1521000
5279,1521000
5280,1521000
5281,1521000
5282,1522000
5283,1520000
5284,1519000
5285,1519000
5286,1519000
5287,1519000
5288,1519000
5289,1519000
5290,1517000
5291,1517000
5292,1517000
5293,1517000
5294,1518000
5295,1517000
5296,1517000
5297,1515000
5298,1515000
5299,1515000
5300,1515000
5301,1515000
5302,1515000
5303,1514000
5304,1514000
5305,1514000
5306,1514000
5307,1514000
5308,1514000
5309,1514000
5310,1513000
5311,1513000
5312,1513000
5313,1513000
5314,1514000
5315,1514000
5316,1511000
5317,1511000
5318,1512000
5319,1512000
5320,1512000
5321,1512000
5322,1512000
5323,1510000
5324,1510000
5325,1510000
5326,1510000
5327,1510000
5328,1510000
5329,1510000
5330,1508000
5331,1509000
5332,1509000
5333,1509000
5334,1508000
5335,1508000
5336,1506000
5337,1506000
5338,1506000
5339,1507000
5340,1507000
5341,1507000
5342,1507000
5343,1506000
5344,1505000
5345,1506000
5346,1506000
5347,1506000
5348,1506000
5349,1506000
5350,1504000
5351,1504000
5352,1504000
5353,1504000
5354,1505000
5355,1505000
5356,1504000
5357,1503000
5358,1503000
5359,1504000
5360,1504000
5361,1504000
5362,1504000
5363,1504000
5364,1503000
5365,1503000
5366,1502000
5367,1502000
5368,1502000
5369,1502000
5370,1502000
5371,1501000
5372,1500000
5373,1500000
5374,1500000
5375,1501000
5376,1501000
5377,1499000
5378,1499000
5379,1499000
5380,1498000
5381,1499000
5382,1499000
5383,1497000
5384,1497000
5385,1497000
5386,1497000
5387,1497000
5388,1497000
5389,1498000
5390,1496000
5391,1494000
5392,1496000
5393,1495000
5394,1495000
5395,1495000
5396,1495000
5397,1495000
5398,1493000
5399,1493000
5400,1493000
5401,1494000
5402,1494000
5403,1493000
5404,1492000
5405,1492000
5406,1492000
5407,1492000
5408,1493000
5409,1493000
5410,1491000
5411,1491000
5412,1491000
5413,1491000
5414,1491000
5415,1492000
5416,1492000
5417,1491000
5418,1490000
5419,1490000
5420,1490000
5421,1490000
5422,1490000
5423,1489000
5424,1488000
5425,1488000
5426,1489000
5427,1489000
5428,1489000
5429,1489000
5430,1487000
5431,1487000
5432,1488000
5433,1488000
5434,1488000
5435,1488000
5436,1487000
5437,1486000
5438,1485000
5439,1486000
5440,1486000
5441,1486000
5442,1486000
5443,1486000
5444,1484000
5445,1484000
5446,1484000
5447,1484000
5448,1484000
5449,1485000
5450,1483000
5451,1483000
5452,1483000
5453,1483000
5454,1483000
5455,1484000
5456,1483000
5457,1482000
5458,1482000
5459,1482000
5460,1482000
5461,1482000
5462,1482000
5463,1481000
5464,1480000
5465,1480000
5466,1480000
5467,1480000
5468,1480000
5469,1480000
5470,1478000
5471,1479000
5472,1479000
5473,1479000
5474,1479000
5475,1479000
5476,1477000
5477,1476000
5478,1476000
5479,1476000
5480,1476000
5481,1477000
5482,1477000
5483,1475000
5484,1475000
5485,1475000
5486,1475000
5487,1476000
5488,1476000
5489,1475000
5490,1473000
5491,1473000
5492,1473000
5493,1473000
5494,1473000
5495,1473000
5496,1471000
5497,1470000
5498,1470000
5499,1470000
5500,1470000
5501,1471000
5502,1469000
5503,1468000
5504,1467000
5505,1468000
5506,1468000
5507,1469000
5508,1468000
5509,1467000
5510,1466000
5511,1466000
5512,1466000
5513,1466000
5514,1466000
5515,1466000
5516,1466000
5517,1464000
5518,1464000
5519,1464000
5520,1464000
5521,1464000
5522,1464000
5523,1462000
5524,1463000
5525,1463000
5526,1463000
5527,1463000
5528,1463000
5529,1462000
5530,1461000
5531,1461000
5532,1461000
5533,1462000
5534,1462000
5535,1461000
5536,1461000
5537,1459000
5538,1459000
5539,1458000
5540,1460000
5541,1459000
5542,1460000
5543,1458000
5544,1456000
5545,1458000
5546,1457000
5547,1457000
5548,1457000
5549,1457000
5550,1456000
5551,1456000
5552,1456000
5553,1456000
5554,1456000
5555,1456000
5556,1456000
5557,1454000
5558,1454000
5559,1454000
5560,1454000
5561,1455000
5562,1455000
5563,1455000
5564,1454000
5565,1452000
5566,1452000
5567,1452000
5568,1453000
5569,1453000
5570,1450000
5571,1451000
5572,1451000
5573,1451000
5574,1451000
5575,1450000
5576,1450000
5577,1448000
5578,1448000
5579,1448000
5580,1449000
5581,1449000
5582,1449000
5583,1449000
5584,1447000
5585,1447000
5586,1447000
5587,1447000
5588,1447000
5589,1447000
5590,1446000
5591,1445000
5592,1445000
5593,1445000
5594,1445000
5595,1445000
5596,1445000
5597,1443000
5598,1442000
5599,1442000
5600,1442000
5601,1443000
5602,1443000
5603,1443000
5604,1442000
5605,1441000
5606,1441000
5607,1441000
5608,1441000
5609,1441000
5610,1441000
5611,1441000
5612,1439000
5613,1438000
5614,1439000
5615,1439000
5616,1439000
5617,1439000
5618,1437000
5619,1437000
5620,1437000
5621,1437000
5622,1437000
5623,1438000
5624,1436000
5625,1434000
5626,1434000
5627,1435000
5628,1435000
5629,1435000
5630,1435000
5631,1435000
5632,1433000
5633,1432000
5634,1432000
5635,1432000
5636,1432000
5637,1432000
5638,1431000
5639,1430000
5640,1430000
5641,1431000
5642,1431000
5643,1431000
5644,1431000
5645,1429000
5646,1429000
5647,1429000
5648,1429000
5649,1429000
5650,1429000
5651,1430000
5652,1430000
5653,1430000
5654,1429000
5655,1426000
5656,1426000
5657,1427000
5658,1427000
5659,1427000
5660,1426000
5661,1426000
5662,1425000
5663,1424000
5664,1424000
5665,1423000
5666,1424000
5667,1424000
5668,1424000
5669,1422000
5670,1422000
5671,1421000
5672,1421000
5673,1421000
5674,1421000
5675,1421000
5676,1419000
5677,1419000
5678,1419000
5679,1419000
5680,1419000
5681,1420000
5682,1420000
5683,1419000
5684,1417000
5685,1417000
5686,1417000
5687,1417000
5688,1418000
5689,1416000
5690,1415000
5691,1415000
5692,1416000
5693,1416000
5694,1416000
5695,1416000
5696,1414000
5697,1413000
5698,1413000
5699,1413000
5700,1413000
5701,1413000
5702,1413000
5703,1412000
5704,1412000
5705,1412000
5706,1412000
5707,1412000
5708,1412000
5709,1412000
5710,1409000
5711,1409000
5712,1410000
5713,1410000
5714,1410000
5715,1410000
5716,1409000
5717,1408000
5718,1408000
5719,1408000
5720,1408000
5721,1408000
5722,1409000
5723,1408000
5724,1406000
5725,1406000
5726,1406000
5727,1407000
5728,1407000
5729,1407000
5730,1407000
5731,1405000
5732,1404000
5733,1404000
5734,1404000
5735,1404000
5736,1405000
5737,1403000
5738,1402000
5739,1402000
5740,1402000
5741,1403000
5742,1402000
5743,1402000
5744,1400000
5745,1400000
5746,1400000
5747,1400000
5748,1400000
5749,1400000
5750,1400000
5751,1399000
5752,1398000
5753,1398000
5754,1398000
5755,1398000
5756,1398000
5757,1398000
5758,1397000
5759,1397000
5760,1397000
5761,1397000
5762,1397000
5763,1397000
5764,1396000
5765,1395000
5766,1394000
5767,1395000
5768,1395000
5769,1395000
5770,1395000
5771,1394000
5772,1393000
5773,1393000
5774,1393000
5775,1393000
5776,1394000
5777,1394000
5778,1393000
5779,1391000
5780,1391000
5781,1391000
5782,1391000
5783,1391000
5784,1391000
5785,1389000
5786,1389000
5787,1390000
5788,1390000
5789,1390000
5790,1390000
5791,1389000
5792,1388000
5793,1388000
5794,1388000
5795,1389000
5796,1389000
5797,1388000
5798,1388000
5799,1385000
5800,1386000
5801,1386000
5802,1386000
5803,1386000
5804,1386000
5805,1385000
5806,1384000
5807,1384000
5808,1384000
5809,1384000
5810,1384000
5811,1385000
5812,1383000
5813,1382000
5814,1382000
5815,1382000
5816,1383000
5817,1383000
5818,1383000
5819,1381000
5820,1381000
5821,1381000
5822,1381000
5823,1381000
5824,1381000
5825,1381000
5826,1380000
5827,1379000
5828,1379000
5829,1379000
5830,1379000
5831,1379000
5832,1378000
5833,1377000
5834,1377000
5835,1378000
5836,1378000
5837,1378000
5838,1378000
5839,1377000
5840,1376000
5841,1376000
5842,1376000
5843,1377000
5844,1377000
5845,1377000
5846,1376000
5847,1374000
5848,1375000
5849,1375000
5850,1375000
5851,1375000
5852,1375000
5853,1373000
5854,1372000
5855,1372000
5856,1373000
5857,1373000
5858,1372000
5859,1372000
5860,1369000
5861,1370000
5862,1370000
5863,1370000
5864,1370000
5865,1370000
5866,1370000
5867,1368000
5868,1368000
5869,1367000
5870,1367000
5871,1368000
5872,1368000
5873,1368000
5874,1366000
5875,1366000
5876,1366000
5877,1366000
5878,1366000
5879,1366000
5880,1365000
5881,1364000
5882,1364000
5883,1365000
5884,1365000
5885,1365000
5886,1365000
5887,1362000
5888,1363000
5889,1363000
5890,1363000
5891,1363000
5892,1363000
5893,1363000
5894,1361000
5895,1360000
5896,1360000
5897,1360000
5898,1361000
5899,1360000
5900,1360000
5901,1359000
5902,1358000
5903,1358000
5904,1358000
5905,1358000
5906,1359000
5907,1359000
5908,1356000
5909,1356000
5910,1357000
5911,1357000
5912,1357000
5913,1357000
5914,1357000
5915,1355000
5916,1355000
5917,1355000
5918,1355000
5919,1355000
5920,1356000
5921,1356000
5922,1355000
5923,1354000
5924,1353000
5925,1353000
5926,1353000
5927,1354000
5928,1352000
5929,1351000
5930,1352000
5931,1352000
5932,1352000
5933,1353000
5934,1353000
5935,1350000
5936,1350000
5937,1351000
5938,1351000
5939,1351000
5940,1351000
5941,1351000
5942,1350000
5943,1348000
5944,1348000
5945,1348000
5946,1348000
5947,1348000
5948,1348000
5949,1348000
5950,1346000
5951,1346000
5952,1347000
5953,1346000
5954,1348000
5955,1347000
5956,1344000
5957,1344000
5958,1345000
5959,1345000
5960,1346000
5961,1346000
5962,1345000
5963,1343000
5964,1343000
5965,1344000
5966,1344000
5967,1345000
5968,1345000
5969,1345000
5970,1343000
5971,1342000
5972,1342000
5973,1343000
5974,1343000
5975,1343000
5976,1341000
5977,1341000
5978,1341000
5979,1342000
5980,1342000
5981,1342000
5982,1342000
5983,1340000
5984,1340000
5985,1340000
5986,1340000
5987,1340000
5988,1340000
5989,1340000
5990,1338000
5991,1338000
5992,1339000
5993,1339000
5994,1339000
5995,1339000
5996,1339000
5997,1336000
5998,1336000
5999,1337000
6000,1336000
6001,1336000
6002,1337000
6003,1336000
6004,1334000
6005,1335000
6006,1335000
6007,1335000
6008,1336000
6009,1336000
6010,1334000
6011,1334000
6012,1334000
6013,1334000
6014,1334000
6015,1335000
6016,1335000
6017,1334000
6018,1332000
6019,1332000
6020,1332000
6021,1333000
6022,1333000
6023,1333000
6024,1330000
6025,1331000
6026,1331000
6027,1332000
6028,1332000
6029,1332000
6030,1332000
6031,1330000
6032,1330000
6033,1330000
6034,1331000
6035,1331000
6036,1331000
6037,1331000
6038,1329000
6039,1328000
6040,1328000
6041,1328000
6042,1329000
6043,1329000
6044,1329000
6045,1327000
6046,1328000
6047,1328000
6048,1328000
6049,1328000
6050,1328000
6051,1327000
6052,1326000
6053,1327000
6054,1327000
6055,1327000
6056,1326000
6057,1327000
6058,1324000
6059,1324000
6060,1325000
6061,1325000
6062,1325000
6063,1325000
6064,1326000
6065,1324000
6066,1323000
6067,1323000
6068,1323000
6069,1323000
6070,1324000
6071,1323000
6072,1322000
6073,1322000
6074,1321000
6075,1322000
6076,1322000
6077,1321000
6078,1320000
6079,1320000
6080,1320000
6081,1320000
6082,1320000
6083,1320000
6084,1320000
6085,1320000
6086,1320000
6087,1320000
6088,1320000
6089,1319000
6090,1319000
6091,1319000
6092,1319000
6093,1319000
6094,1319000
6095,1319000
6096,1319000
6097,1319000
6098,1319000
6099,1319000
6100,1319000
6101,1318000
6102,1318000
6103,1318000
6104,1318000
6105,1318000
6106,1317000
6107,1317000
6108,1317000
6109,1317000
6110,1317000
6111,1317000
6112,1316000
6113,1316000
6114,1316000
6115,1316000
6116,1316000
6117,1316000
6118,1316000
6119,1316000
6120,1316000
6121,1316000
6122,1316000
6123,1315000
6124,1315000
6125,1315000
6126,1315000
6127,1314000
6128,1314000
6129,1314000
6130,1314000
6131,1314000
6132,1314000
6133,1314000
6134,1314000
6135,1313000
6136,1313000
6137,1313000
6138,1313000
6139,1313000
6140,1313000
6141,1313000
