t,water
2144,2128000
2145,2129000
2146,2129000
2147,2129000
2148,2129000
2149,2129000
2150,2129000
2151,2129000
2152,2129000
2153,2129000
2154,2128000
2155,2128000
2156,2128000
2157,2128000
2158,2128000
2159,2127000
2160,2127000
2161,2127000
2162,2127000
2163,2128000
2164,2127000
2165,2126000
2166,2126000
2167,2127000
2168,2126000
2169,2126000
2170,2126000
2171,2126000
2172,2126000
2173,2126000
2174,2126000
2175,2125000
2176,2125000
2177,2125000
2178,2125000
2179,2125000
2180,2124000
2181,2124000
2182,2124000
2183,2124000
2184,2124000
2185,2124000
2186,2123000
2187,2124000
2188,2123000
2189,2123000
2190,2122000
2191,2122000
2192,2123000
2193,2123000
2194,2123000
2195,2122000
2196,2121000
2197,2121000
2198,2121000
2199,2121000
2200,2121000
2201,2121000
2202,2121000
2203,2121000
2204,2121000
2205,2121000
2206,2121000
2207,2121000
2208,2121000
2209,2120000
2210,2120000
2211,2120000
2212,2119000
2213,2118000
2214,2118000
2215,2118000
2216,2118000
2217,2118000
2218,2118000
2219,2118000
2220,2119000
2221,2119000
2222,2118000
2223,2117000
2224,2118000
2225,2118000
2226,2118000
2227,2118000
2228,2119000
2229,2118000
2230,2118000
2231,2118000
2232,2118000
2233,2118000
2234,2118000
2235,2118000
2236,2119000
2237,2119000
2238,2119000
2239,2118000
2240,2119000
2241,2119000
2242,2119000
2243,2119000
2244,2119000
2245,2119000
2246,2120000
2247,2120000
2248,2119000
2249,2119000
2250,2119000
2251,2119000
2252,2119000
2253,2119000
2254,2119000
2255,2120000
2256,2120000
2257,2121000
2258,2122000
2259,2123000
2260,2124000
2261,2125000
2262,2126000
2263,2125000
2264,2126000
2265,2125000
2266,2125000
2267,2125000
2268,2126000
2269,2126000
2270,2126000
2271,2125000
2272,2125000
2273,2126000
2274,2126000
2275,2126000
2276,2126000
2277,2126000
2278,2127000
2279,2128000
2280,2127000
2281,2128000
2282,2128000
2283,2128000
2284,2128000
2285,2129000
2286,2128000
2287,2128000
2288,2128000
2289,2128000
2290,2129000
2291,2128000
2292,2128000
2293,2128000
2294,2128000
2295,2129000
2296,2129000
2297,2128000
2298,2129000
2299,2129000
2300,2129000
2301,2129000
2302,2128000
2303,2128000
2304,2128000
2305,2129000
2306,2129000
2307,2128000
2308,2128000
2309,2128000
2310,2129000
2311,2129000
2312,2128000
2313,2128000
2314,2128000
2315,2128000
2316,2128000
2317,2128000
2318,2128000
2319,2128000
2320,2128000
2321,2128000
2322,2128000
2323,2129000
2324,2128000
2325,2128000
2326,2128000
2327,2129000
2328,2128000
2329,2129000
2330,2128000
2331,2128000
2332,2129000
2333,2128000
2334,2128000
2335,2129000
2336,2129000
2337,2129000
2338,2130000
2339,2129000
2340,2130000
2341,2130000
2342,2130000
2343,2130000
2344,2130000
2345,2130000
2346,2131000
2347,2131000
2348,2131000
2349,2131000
2350,2131000
2351,2131000
2352,2131000
2353,2131000
2354,2131000
2355,2131000
2356,2131000
2357,2131000
2358,2131000
2359,2131000
2360,2132000
2361,2132000
2362,2133000
2363,2134000
2364,2132000
2365,2131000
2366,2132000
2367,2134000
2368,2132000
2369,2132000
2370,2133000
2371,2132000
2372,2132000
2373,2133000
2374,2133000
2375,2132000
2376,2132000
2377,2133000
2378,2133000
2379,2132000
2380,2132000
2381,2131000
2382,2132000
2383,2132000
2384,2132000
2385,2132000
2386,2131000
2387,2132000
2388,2132000
2389,2132000
2390,2132000
2391,2133000
2392,2132000
2393,2132000
2394,2132000
2395,2132000
2396,2132000
2397,2133000
2398,2134000
2399,2134000
2400,2134000
2401,2134000
2402,2134000
2403,2134000
2404,2135000
2405,2134000
2406,2134000
2407,2134000
2408,2134000
2409,2134000
2410,2134000
2411,2135000
2412,2135000
2413,2134000
2414,2134000
2415,2134000
2416,2135000
2417,2134000
2418,2135000
2419,2133000
2420,2134000
2421,2134000
2422,2133000
2423,2134000
2424,2134000
2425,2134000
2426,2135000
2427,2136000
2428,2135000
2429,2134000
2430,2134000
2431,2134000
2432,2134000
2433,2133000
2434,2133000
2435,2135000
2436,2134000
2437,2134000
2438,2134000
2439,2134000
2440,2134000
2441,2134000
2442,2134000
2443,2134000
2444,2133000
2445,2132000
2446,2132000
2447,2131000
2448,2131000
2449,2131000
2450,2132000
2451,2132000
2452,2133000
2453,2134000
2454,2134000
2455,2133000
2456,2134000
2457,2133000
2458,2132000
2459,2132000
2460,2133000
2461,2132000
2462,2132000
2463,2133000
2464,2132000
2465,2132000
2466,2131000
2467,2131000
2468,2132000
2469,2132000
2470,2132000
2471,2131000
2472,2131000
2473,2131000
2474,2131000
2475,2132000
2476,2130000
2477,2130000
2478,2131000
2479,2131000
2480,2131000
2481,2130000
2482,2130000
2483,2131000
2484,2131000
2485,2131000
2486,2131000
2487,2130000
2488,2130000
2489,2130000
2490,2130000
2491,2131000
2492,2131000
2493,2129000
2494,2130000
2495,2130000
2496,2130000
2497,2128000
2498,2129000
2499,2129000
2500,2129000
2501,2130000
2502,2129000
2503,2128000
2504,2129000
2505,2128000
2506,2129000
2507,2129000
2508,2127000
2509,2127000
2510,2128000
2511,2129000
2512,2129000
2513,2128000
2514,2128000
2515,2127000
2516,2127000
2517,2127000
2518,2126000
2519,2126000
2520,2127000
2521,2127000
2522,2127000
2523,2127000
2524,2124000
2525,2124000
2526,2124000
2527,2125000
2528,2126000
2529,2124000
2530,2124000
2531,2124000
2532,2124000
2533,2124000
2534,2125000
2535,2123000
2536,2123000
2537,2124000
2538,2123000
2539,2124000
2540,2123000
2541,2123000
2542,2123000
2543,2124000
2544,2124000
2545,2123000
2546,2122000
2547,2122000
2548,2122000
2549,2123000
2550,2123000
2551,2122000
2552,2122000
2553,2122000
2554,2122000
2555,2123000
2556,2122000
2557,2122000
2558,2122000
2559,2123000
2560,2124000
2561,2124000
2562,2123000
2563,2123000
2564,2123000
2565,2123000
2566,2123000
2567,2122000
2568,2123000
2569,2123000
2570,2124000
2571,2124000
2572,2122000
2573,2123000
2574,2123000
2575,2123000
2576,2126000
2577,2125000
2578,2128000
2579,2127000
2580,2127000
2581,2128000
2582,2128000
2583,2128000
2584,2129000
2585,2128000
2586,2128000
2587,2129000
2588,2127000
2589,2128000
2590,2130000
2591,2127000
2592,2127000
2593,2123000
2594,2124000
2595,2123000
2596,2122000
2597,2121000
2598,2121000
2599,2120000
2600,2119000
2601,2119000
2602,2120000
2603,2121000
2604,2120000
2605,2119000
2606,2118000
2607,2118000
2608,2118000
2609,2118000
2610,2119000
2611,2117000
2612,2117000
2613,2117000
2614,2116000
2615,2116000
2616,2118000
2617,2119000
2618,2119000
2619,2118000
2620,2117000
2621,2117000
2622,2119000
2623,2119000
2624,2119000
2625,2118000
2626,2116000
2627,2116000
2628,2116000
2629,2116000
2630,2116000
2631,2115000
2632,2116000
2633,2116000
2634,2119000
2635,2120000
2636,2119000
2637,2115000
2638,2116000
2639,2117000
2640,2117000
2641,2116000
2642,2115000
2643,2115000
2644,2116000
2645,2117000
2646,2116000
2647,2115000
2648,2115000
2649,2115000
2650,2115000
2651,2115000
2652,2115000
2653,2114000
2654,2113000
2655,2114000
2656,2115000
2657,2115000
2658,2115000
2659,2114000
2660,2113000
2661,2113000
2662,2113000
2663,2113000
2664,2112000
2665,2112000
2666,2113000
2667,2113000
2668,2116000
2669,2113000
2670,2112000
2671,2113000
2672,2113000
2673,2113000
2674,2113000
2675,2112000
2676,2112000
2677,2113000
2678,2113000
2679,2113000
2680,2112000
2681,2111000
2682,2112000
2683,2113000
2684,2113000
2685,2113000
2686,2111000
2687,2111000
2688,2112000
2689,2112000
2690,2113000
2691,2112000
2692,2111000
2693,2111000
2694,2112000
2695,2112000
2696,2112000
2697,2112000
2698,2111000
2699,2111000
2700,2112000
2701,2112000
2702,2112000
2703,2111000
2704,2111000
2705,2111000
2706,2112000
2707,2112000
2708,2112000
2709,2110000
2710,2111000
2711,2111000
2712,2112000
2713,2111000
2714,2110000
2715,2111000
2716,2112000
2717,2112000
2718,2113000
2719,2111000
2720,2110000
2721,2110000
2722,2112000
2723,2112000
2724,2113000
2725,2110000
2726,2110000
2727,2111000
2728,2112000
2729,2114000
2730,2115000
2731,2112000
2732,2110000
2733,2110000
2734,2112000
2735,2112000
2736,2110000
2737,2110000
2738,2111000
2739,2113000
2740,2114000
2741,2110000
2742,2110000
2743,2110000
2744,2112000
2745,2110000
2746,2110000
2747,2110000
2748,2110000
2749,2111000
2750,2110000
2751,2110000
2752,2109000
2753,2109000
2754,2109000
2755,2109000
2756,2110000
2757,2110000
2758,2108000
2759,2108000
2760,2109000
2761,2110000
2762,2110000
2763,2107000
2764,2108000
2765,2108000
2766,2109000
2767,2110000
2768,2108000
2769,2106000
2770,2107000
2771,2107000
2772,2109000
2773,2113000
2774,2109000
2775,2109000
2776,2110000
2777,2110000
2778,2111000
2779,2111000
2780,2109000
2781,2109000
2782,2109000
2783,2110000
2784,2110000
2785,2108000
2786,2108000
2787,2109000
2788,2109000
2789,2110000
2790,2108000
2791,2108000
2792,2108000
2793,2110000
2794,2110000
2795,2110000
2796,2108000
2797,2109000
2798,2112000
2799,2112000
2800,2113000
2801,2111000
2802,2110000
2803,2110000
2804,2110000
2805,2110000
2806,2109000
2807,2108000
2808,2109000
2809,2109000
2810,2111000
2811,2111000
2812,2109000
2813,2111000
2814,2112000
2815,2111000
2816,2111000
2817,2110000
2818,2109000
2819,2110000
2820,2110000
2821,2111000
2822,2112000
2823,2108000
2824,2108000
2825,2109000
2826,2110000
2827,2111000
2828,2110000
2829,2109000
2830,2110000
2831,2110000
2832,2111000
2833,2110000
2834,2109000
2835,2110000
2836,2111000
2837,2111000
2838,2112000
2839,2110000
2840,2111000
2841,2112000
2842,2112000
2843,2112000
2844,2111000
2845,2108000
2846,2110000
2847,2111000
2848,2111000
2849,2111000
2850,2108000
2851,2108000
2852,2108000
2853,2109000
2854,2110000
2855,2108000
2856,2108000
2857,2109000
2858,2109000
2859,2111000
2860,2110000
2861,2106000
2862,2108000
2863,2108000
2864,2108000
2865,2109000
2866,2107000
2867,2106000
2868,2106000
2869,2106000
2870,2108000
2871,2108000
2872,2105000
2873,2104000
2874,2105000
2875,2106000
2876,2107000
2877,2106000
2878,2104000
2879,2105000
2880,2106000
2881,2106000
2882,2106000
2883,2104000
2884,2104000
2885,2104000
2886,2105000
2887,2106000
2888,2104000
2889,2104000
2890,2103000
2891,2104000
2892,2105000
2893,2105000
2894,2103000
2895,2104000
2896,2105000
2897,2105000
2898,2106000
2899,2105000
2900,2103000
2901,2104000
2902,2105000
2903,2105000
2904,2105000
2905,2106000
2906,2106000
2907,2107000
2908,2107000
2909,2107000
2910,2106000
2911,2106000
2912,2107000
2913,2108000
2914,2108000
2915,2106000
2916,2107000
2917,2107000
2918,2107000
2919,2107000
2920,2107000
2921,2105000
2922,2106000
2923,2107000
2924,2107000
2925,2107000
2926,2105000
2927,2106000
2928,2106000
2929,2108000
2930,2109000
2931,2107000
2932,2107000
2933,2108000
2934,2109000
2935,2108000
2936,2106000
2937,2105000
2938,2105000
2939,2105000
2940,2106000
2941,2107000
2942,2107000
2943,2105000
2944,2106000
2945,2106000
2946,2106000
2947,2108000
2948,2108000
2949,2105000
2950,2105000
2951,2106000
2952,2106000
2953,2104000
2954,2104000
2955,2106000
2956,2106000
2957,2106000
2958,2104000
2959,2103000
2960,2104000
2961,2104000
2962,2105000
2963,2106000
2964,2103000
2965,2103000
2966,2104000
2967,2105000
2968,2105000
2969,2105000
2970,2101000
2971,2101000
2972,2103000
2973,2104000
2974,2101000
2975,2101000
2976,2101000
2977,2100000
2978,2101000
2979,2101000
2980,2099000
2981,2100000
2982,2101000
2983,2103000
2984,2103000
2985,2101000
2986,2100000
2987,2100000
2988,2101000
2989,2103000
2990,2104000
2991,2100000
2992,2101000
2993,2101000
2994,2102000
2995,2102000
2996,2101000
2997,2098000
2998,2099000
2999,2100000
3000,2101000
3001,2100000
3002,2098000
3003,2099000
3004,2100000
3005,2101000
3006,2102000
3007,2098000
3008,2099000
3009,2102000
3010,2102000
3011,2102000
3012,2100000
3013,2098000
3014,2098000
3015,2099000
3016,2100000
3017,2100000
3018,2099000
3019,2097000
3020,2098000
3021,2098000
3022,2100000
3023,2097000
3024,2097000
3025,2098000
3026,2098000
3027,2100000
3028,2099000
3029,2097000
3030,2098000
3031,2099000
3032,2100000
3033,2101000
3034,2100000
3035,2098000
3036,2098000
3037,2100000
3038,2100000
3039,2100000
3040,2098000
3041,2098000
3042,2099000
3043,2101000
3044,2102000
3045,2098000
3046,2097000
3047,2098000
3048,2099000
3049,2100000
3050,2100000
3051,2098000
3052,2099000
3053,2099000
3054,2100000
3055,2100000
3056,2097000
3057,2098000
3058,2099000
3059,2099000
3060,2100000
3061,2100000
3062,2099000
3063,2100000
3064,2101000
3065,2102000
3066,2103000
3067,2100000
3068,2101000
3069,2102000
3070,2103000
3071,2102000
3072,2100000
3073,2101000
3074,2102000
3075,2103000
3076,2104000
3077,2104000
3078,2102000
3079,2102000
3080,2103000
3081,2105000
3082,2105000
3083,2103000
3084,2106000
3085,2110000
3086,2109000
3087,2109000
3088,2109000
3089,2106000
3090,2108000
3091,2109000
3092,2110000
3093,2112000
3094,2112000
3095,2112000
3096,2114000
3097,2117000
3098,2118000
3099,2117000
3100,2117000
3101,2118000
3102,2122000
3103,2123000
3104,2124000
3105,2122000
3106,2123000
3107,2125000
3108,2127000
3109,2128000
3110,2129000
3111,2127000
3112,2128000
3113,2129000
3114,2130000
3115,2132000
3116,2133000
3117,2131000
3118,2132000
3119,2134000
3120,2135000
3121,2133000
3122,2133000
3123,2134000
3124,2136000
3125,2137000
3126,2137000
3127,2136000
3128,2136000
3129,2137000
3130,2139000
3131,2141000
3132,2140000
3133,2140000
3134,2140000
3135,2142000
3136,2142000
3137,2144000
3138,2141000
3139,2142000
3140,2143000
3141,2143000
3142,2145000
3143,2143000
3144,2143000
3145,2144000
3146,2145000
3147,2145000
3148,2145000
3149,2143000
3150,2144000
3151,2145000
3152,2146000
3153,2147000
3154,2146000
3155,2146000
3156,2147000
3157,2147000
3158,2148000
3159,2149000
3160,2147000
3161,2149000
3162,2151000
3163,2152000
3164,2153000
3165,2151000
3166,2149000
3167,2152000
3168,2152000
3169,2153000
3170,2151000
3171,2150000
3172,2151000
3173,2153000
3174,2154000
3175,2154000
3176,2151000
3177,2154000
3178,2155000
3179,2156000
3180,2157000
3181,2154000
3182,2153000
3183,2154000
3184,2156000
3185,2157000
3186,2157000
3187,2158000
3188,2154000
3189,2155000
3190,2157000
3191,2157000
3192,2154000
3193,2154000
3194,2156000
3195,2156000
3196,2157000
3197,2157000
3198,2156000
3199,2156000
3200,2157000
3201,2158000
3202,2159000
3203,2156000
3204,2156000
3205,2157000
3206,2157000
3207,2159000
3208,2160000
3209,2157000
3210,2157000
3211,2158000
3212,2158000
3213,2159000
3214,2157000
3215,2157000
3216,2158000
3217,2159000
3218,2160000
3219,2158000
3220,2157000
3221,2158000
3222,2159000
3223,2160000
3224,2161000
3225,2158000
3226,2159000
3227,2160000
3228,2161000
3229,2162000
3230,2161000
3231,2159000
3232,2159000
3233,2160000
3234,2161000
3235,2162000
3236,2163000
3237,2159000
3238,2160000
3239,2161000
3240,2163000
3241,2160000
3242,2160000
3243,2161000
3244,2162000
3245,2163000
3246,2161000
3247,2159000
3248,2161000
3249,2162000
3250,2163000
3251,2164000
3252,2161000
3253,2160000
3254,2160000
3255,2162000
3256,2163000
3257,2163000
3258,2159000
3259,2159000
3260,2159000
3261,2161000
3262,2161000
3263,2158000
3264,2160000
3265,2160000
3266,2162000
3267,2162000
3268,2157000
3269,2158000
3270,2160000
3271,2161000
3272,2163000
3273,2158000
3274,2157000
3275,2158000
3276,2159000
3277,2161000
3278,2161000
3279,2157000
3280,2157000
3281,2158000
3282,2159000
3283,2160000
3284,2159000
3285,2157000
3286,2158000
3287,2159000
3288,2160000
3289,2158000
3290,2155000
3291,2156000
3292,2157000
3293,2158000
3294,2160000
3295,2153000
3296,2156000
3297,2157000
3298,2158000
3299,2158000
3300,2156000
3301,2153000
3302,2154000
3303,2156000
3304,2157000
3305,2158000
3306,2157000
3307,2153000
3308,2154000
3309,2155000
3310,2157000
3311,2154000
3312,2153000
3313,2154000
3314,2156000
3315,2157000
3316,2156000
3317,2153000
3318,2155000
3319,2156000
3320,2156000
3321,2156000
3322,2152000
3323,2153000
3324,2153000
3325,2153000
3326,2154000
3327,2154000
3328,2149000
3329,2151000
3330,2151000
3331,2152000
3332,2153000
3333,2151000
3334,2149000
3335,2151000
3336,2152000
3337,2152000
3338,2148000
3339,2149000
3340,2150000
3341,2152000
3342,2153000
3343,2151000
3344,2149000
3345,2150000
3346,2152000
3347,2153000
3348,2153000
3349,2150000
3350,2149000
3351,2150000
3352,2151000
3353,2152000
3354,2152000
3355,2150000
3356,2148000
3357,2149000
3358,2150000
3359,2150000
3360,2146000
3361,2147000
3362,2149000
3363,2149000
3364,2150000
3365,2145000
3366,2146000
3367,2147000
3368,2148000
3369,2150000
3370,2148000
3371,2145000
3372,2148000
3373,2149000
3374,2149000
3375,2151000
3376,2145000
3377,2145000
3378,2147000
3379,2147000
3380,2148000
3381,2149000
3382,2144000
3383,2145000
3384,2146000
3385,2147000
3386,2146000
3387,2144000
3388,2145000
3389,2145000
3390,2146000
3391,2145000
3392,2142000
3393,2143000
3394,2143000
3395,2144000
3396,2144000
3397,2143000
3398,2141000
3399,2141000
3400,2144000
3401,2145000
3402,2144000
3403,2144000
3404,2143000
3405,2141000
3406,2141000
3407,2142000
3408,2141000
3409,2141000
3410,2142000
3411,2143000
3412,2144000
3413,2144000
3414,2140000
3415,2142000
3416,2143000
3417,2144000
3418,2145000
3419,2142000
3420,2141000
3421,2141000
3422,2141000
3423,2142000
3424,2142000
3425,2139000
3426,2140000
3427,2140000
3428,2141000
3429,2141000
3430,2139000
3431,2138000
3432,2139000
3433,2139000
3434,2140000
3435,2136000
3436,2135000
3437,2137000
3438,2137000
3439,2137000
3440,2136000
3441,2135000
3442,2135000
3443,2135000
3444,2136000
3445,2137000
3446,2134000
3447,2133000
3448,2132000
3449,2134000
3450,2135000
3451,2135000
3452,2133000
3453,2132000
3454,2133000
3455,2134000
3456,2134000
3457,2130000
3458,2130000
3459,2131000
3460,2131000
3461,2132000
3462,2130000
3463,2129000
3464,2129000
3465,2131000
3466,2131000
3467,2130000
3468,2127000
3469,2128000
3470,2128000
3471,2129000
3472,2130000
3473,2127000
3474,2125000
3475,2126000
3476,2126000
3477,2126000
3478,2126000
3479,2123000
3480,2123000
3481,2124000
3482,2125000
3483,2125000
3484,2122000
3485,2123000
3486,2124000
3487,2125000
3488,2125000
3489,2123000
3490,2121000
3491,2121000
3492,2123000
3493,2125000
3494,2125000
3495,2121000
3496,2120000
3497,2121000
3498,2121000
3499,2123000
3500,2118000
3501,2113000
3502,2109000
3503,2110000
3504,2111000
3505,2111000
3506,2108000
3507,2108000
3508,2109000
3509,2109000
3510,2109000
3511,2108000
3512,2107000
3513,2107000
3514,2107000
3515,2108000
3516,2107000
3517,2105000
3518,2104000
3519,2103000
3520,2103000
3521,2104000
3522,2104000
3523,2103000
3524,2102000
3525,2103000
3526,2100000
3527,2100000
3528,2098000
3529,2097000
3530,2097000
3531,2099000
3532,2098000
3533,2097000
3534,2097000
3535,2098000
3536,2097000
3537,2097000
3538,2096000
3539,2096000
3540,2096000
3541,2096000
3542,2096000
3543,2095000
3544,2095000
3545,2095000
3546,2095000
3547,2094000
3548,2095000
3549,2095000
3550,2093000
3551,2094000
3552,2094000
3553,2093000
3554,2092000
3555,2092000
3556,2093000
3557,2092000
3558,2093000
3559,2090000
3560,2091000
3561,2092000
3562,2092000
3563,2092000
3564,2091000
3565,2089000
3566,2089000
3567,2090000
3568,2090000
3569,2091000
3570,2091000
3571,2088000
3572,2088000
3573,2088000
3574,2089000
3575,2087000
3576,2087000
3577,2087000
3578,2087000
3579,2087000
3580,2087000
3581,2085000
3582,2086000
3583,2086000
3584,2086000
3585,2087000
3586,2084000
3587,2084000
3588,2085000
3589,2085000
3590,2085000
3591,2084000
3592,2081000
3593,2082000
3594,2083000
3595,2082000
3596,2084000
3597,2082000
3598,2080000
3599,2081000
3600,2081000
3601,2081000
3602,2080000
3603,2080000
3604,2079000
3605,2080000
3606,2080000
3607,2079000
3608,2078000
3609,2078000
3610,2079000
3611,2079000
3612,2079000
3613,2077000
3614,2076000
3615,2078000
3616,2077000
3617,2077000
3618,2078000
3619,2077000
3620,2075000
3621,2076000
3622,2076000
3623,2076000
3624,2074000
3625,2063000
3626,2063000
3627,2064000
3628,2064000
3629,2062000
3630,2062000
3631,2063000
3632,2063000
3633,2064000
3634,2063000
3635,2061000
3636,2061000
3637,2061000
3638,2062000
3639,2063000
3640,2060000
3641,2060000
3642,2060000
3643,2060000
3644,2061000
3645,2061000
3646,2059000
3647,2058000
3648,2059000
3649,2060000
3650,2060000
3651,2058000
3652,2058000
3653,2058000
3654,2058000
3655,2059000
3656,2058000
3657,2057000
3658,2057000
3659,2057000
3660,2057000
3661,2057000
3662,2055000
3663,2055000
3664,2055000
3665,2056000
3666,2056000
3667,2056000
3668,2053000
3669,2052000
3670,2052000
3671,2053000
3672,2053000
3673,2051000
3674,2051000
3675,2051000
3676,2052000
3677,2052000
3678,2050000
3679,2050000
3680,2050000
3681,2051000
3682,2051000
3683,2050000
3684,2049000
3685,2049000
3686,2049000
3687,2049000
3688,2049000
3689,2047000
3690,2047000
3691,2047000
3692,2047000
3693,2047000
3694,2045000
3695,2044000
3696,2045000
3697,2046000
3698,2046000
3699,2045000
3700,2044000
3701,2044000
3702,2044000
3703,2046000
3704,2045000
3705,2043000
3706,2043000
3707,2044000
3708,2044000
3709,2044000
3710,2042000
3711,2041000
3712,2041000
3713,2042000
3714,2042000
3715,2042000
3716,2041000
3717,2040000
3718,2040000
3719,2040000
3720,2040000
3721,2039000
3722,2039000
3723,2039000
3724,2040000
3725,2040000
3726,2039000
3727,2039000
3728,2039000
3729,2039000
3730,2039000
3731,2038000
3732,2037000
3733,2037000
3734,2037000
3735,2038000
3736,2038000
3737,2036000
3738,2037000
3739,2036000
3740,2036000
3741,2037000
3742,2036000
3743,2035000
3744,2035000
3745,2035000
3746,2035000
3747,2035000
3748,2034000
3749,2034000
3750,2035000
3751,2035000
3752,2034000
3753,2033000
3754,2034000
3755,2034000
3756,2034000
3757,2034000
3758,2033000
3759,2032000
3760,2032000
3761,2032000
3762,2032000
3763,2033000
3764,2030000
3765,2030000
3766,2030000
3767,2031000
3768,2031000
3769,2029000
3770,2029000
3771,2029000
3772,2030000
3773,2030000
3774,2029000
3775,2029000
3776,2029000
3777,2029000
3778,2029000
3779,2028000
3780,2026000
3781,2026000
3782,2026000
3783,2026000
3784,2026000
3785,2024000
3786,2024000
3787,2024000
3788,2024000
3789,2024000
3790,2023000
3791,2022000
3792,2022000
3793,2022000
3794,2022000
3795,2021000
3796,2021000
3797,2021000
3798,2021000
3799,2021000
3800,2020000
3801,2019000
3802,2019000
3803,2019000
3804,2019000
3805,2019000
3806,2017000
3807,2016000
3808,2016000
3809,2016000
3810,2016000
3811,2016000
3812,2015000
3813,2014000
3814,2014000
3815,2014000
3816,2014000
3817,2013000
3818,2013000
3819,2013000
3820,2014000
3821,2014000
3822,2012000
3823,2012000
3824,2012000
3825,2012000
3826,2012000
3827,2012000
3828,2010000
3829,2010000
3830,2011000
3831,2011000
3832,2011000
3833,2010000
3834,2008000
3835,2008000
3836,2008000
3837,2008000
3838,2008000
3839,2006000
3840,2006000
3841,2007000
3842,2007000
3843,2007000
3844,2005000
3845,2005000
3846,2006000
3847,2006000
3848,2006000
3849,2005000
3850,2004000
3851,2004000
3852,2005000
3853,2005000
3854,2005000
3855,2002000
3856,2003000
3857,2003000
3858,2003000
3859,2003000
3860,2003000
3861,2001000
3862,2000000
3863,2000000
3864,2001000
3865,2001000
3866,1999000
3867,1999000
3868,1999000
3869,1999000
3870,2000000
3871,1997000
3872,1997000
3873,1997000
3874,1997000
3875,1997000
3876,1997000
3877,1995000
3878,1995000
3879,1995000
3880,1995000
3881,1995000
3882,1995000
3883,1993000
3884,1993000
3885,1993000
3886,1993000
3887,1992000
3888,1991000
3889,1992000
3890,1992000
3891,1992000
3892,1992000
3893,1990000
3894,1989000
3895,1989000
3896,1989000
3897,1990000
3898,1990000
3899,1987000
3900,1987000
3901,1988000
3902,1988000
3903,1988000
3904,1987000
3905,1986000
3906,1986000
3907,1986000
3908,1986000
3909,1986000
3910,1984000
3911,1984000
3912,1984000
3913,1984000
3914,1984000
3915,1982000
3916,1982000
3917,1982000
3918,1983000
3919,1981000
3920,1981000
3921,1983000
3922,1982000
3923,1981000
3924,1981000
3925,1981000
3926,1982000
3927,1979000
3928,1979000
3929,1979000
3930,1979000
3931,1979000
3932,1979000
3933,1977000
3934,1977000
3935,1976000
3936,1977000
3937,1977000
3938,1976000
3939,1976000
3940,1976000
3941,1976000
3942,1976000
3943,1974000
3944,1974000
3945,1974000
3946,1974000
3947,1975000
3948,1974000
3949,1972000
3950,1971000
3951,1972000
3952,1973000
3953,1973000
3954,1973000
3955,1970000
3956,1970000
3957,1971000
3958,1971000
3959,1969000
3960,1968000
3961,1968000
3962,1968000
3963,1969000
3964,1968000
3965,1967000
3966,1968000
3967,1968000
3968,1968000
3969,1969000
3970,1969000
3971,1968000
3972,1968000
3973,1968000
3974,1968000
3975,1968000
3976,1966000
3977,1965000
3978,1965000
3979,1965000
3980,1965000
3981,1965000
3982,1964000
3983,1963000
3984,1963000
3985,1963000
3986,1963000
3987,1961000
3988,1961000
3989,1962000
3990,1962000
3991,1962000
3992,1960000
3993,1960000
3994,1960000
3995,1960000
3996,1960000
3997,1960000
3998,1957000
3999,1957000
4000,1958000
4001,1958000
4002,1957000
4003,1957000
4004,1957000
4005,1955000
4006,1955000
4007,1955000
4008,1955000
4009,1954000
4010,1954000
4011,1954000
4012,1954000
4013,1954000
4014,1953000
4015,1952000
4016,1952000
4017,1953000
4018,1953000
4019,1953000
4020,1951000
4021,1951000
4022,1951000
4023,1951000
4024,1951000
4025,1950000
4026,1949000
4027,1949000
4028,1949000
4029,1949000
4030,1949000
4031,1947000
4032,1947000
4033,1947000
4034,1947000
4035,1947000
4036,1946000
4037,1945000
4038,1945000
4039,1945000
4040,1945000
4041,1945000
4042,1943000
4043,1943000
4044,1943000
4045,1943000
4046,1943000
4047,1943000
4048,1942000
4049,1941000
4050,1941000
4051,1941000
4052,1941000
4053,1941000
4054,1939000
4055,1939000
4056,1939000
4057,1939000
4058,1938000
4059,1938000
4060,1938000
4061,1938000
4062,1938000
4063,1938000
4064,1937000
4065,1937000
4066,1937000
4067,1937000
4068,1937000
4069,1935000
4070,1934000
4071,1934000
4072,1934000
4073,1934000
4074,1934000
4075,1934000
4076,1932000
4077,1932000
4078,1932000
4079,1932000
4080,1932000
4081,1931000
4082,1931000
4083,1931000
4084,1931000
4085,1931000
4086,1930000
4087,1930000
4088,1930000
4089,1930000
4090,1930000
4091,1929000
4092,1928000
4093,1928000
4094,1928000
4095,1928000
4096,1928000
4097,1927000
4098,1927000
4099,1927000
4100,1927000
4101,1927000
4102,1927000
4103,1925000
4104,1925000
4105,1925000
4106,1925000
4107,1925000
4108,1924000
4109,1924000
4110,1924000
4111,1924000
4112,1924000
4113,1923000
4114,1922000
4115,1922000
4116,1922000
4117,1922000
4118,1922000
4119,1921000
4120,1920000
4121,1920000
4122,1920000
4123,1920000
4124,1920000
4125,1920000
4126,1919000
4127,1919000
4128,1919000
4129,1919000
4130,1918000
4131,1917000
4132,1917000
4133,1917000
4134,1918000
4135,1918000
4136,1916000
4137,1916000
4138,1916000
4139,1916000
4140,1916000
4141,1915000
4142,1914000
